state,month,households,persons,region,year,date
New Jersey,Mar 2022,467575.0,900996.0,MARO,2022,2022-03-01
New Jersey,Apr 2022,449124.0,864280.0,MARO,2022,2022-04-01
New Jersey,May 2022,436078.0,839848.0,MARO,2022,2022-05-01
New Jersey,Jun 2022,425864.0,821618.0,MARO,2022,2022-06-01
New Jersey,Jul 2022,414247.0,800183.0,MARO,2022,2022-07-01
New Jersey,Aug 2022,408921.0,789866.0,MARO,2022,2022-08-01
New Jersey,Sep 2022,399585.0,771705.0,MARO,2022,2022-09-01
Pennsylvania,Oct 2021,976754.0,1813453.0,MARO,2021,2021-10-01
Pennsylvania,Nov 2021,989208.0,1839082.0,MARO,2021,2021-11-01
Pennsylvania,Dec 2021,996283.0,1852459.0,MARO,2021,2021-12-01
Pennsylvania,Jan 2022,994462.0,1847074.0,MARO,2022,2022-01-01
Pennsylvania,Feb 2022,997727.0,1856520.0,MARO,2022,2022-02-01
Pennsylvania,Mar 2022,987280.0,1859781.0,MARO,2022,2022-03-01
Pennsylvania,Apr 2022,987688.0,1861373.0,MARO,2022,2022-04-01
Pennsylvania,May 2022,979382.0,1842970.0,MARO,2022,2022-05-01
Pennsylvania,Jun 2022,975193.0,1831448.0,MARO,2022,2022-06-01
Pennsylvania,Jul 2022,977638.0,1836107.0,MARO,2022,2022-07-01
Pennsylvania,Aug 2022,979547.0,1836059.0,MARO,2022,2022-08-01
Pennsylvania,Sep 2022,1009429.0,1871300.0,MARO,2022,2022-09-01
Virginia,Oct 2021,400291.0,790650.0,MARO,2021,2021-10-01
Virginia,Nov 2021,379946.0,748963.0,MARO,2021,2021-11-01
Virginia,Dec 2021,380152.0,750461.0,MARO,2021,2021-12-01
Virginia,Jan 2022,388229.0,769620.0,MARO,2022,2022-01-01
Virginia,Feb 2022,392628.0,778753.0,MARO,2022,2022-02-01
Virginia,Mar 2022,401705.0,795490.0,MARO,2022,2022-03-01
Virginia,Apr 2022,408343.0,807333.0,MARO,2022,2022-04-01
Virginia,May 2022,411556.0,812586.0,MARO,2022,2022-05-01
Virginia,Jun 2022,412645.0,813950.0,MARO,2022,2022-06-01
Virginia,Jul 2022,414014.0,816061.0,MARO,2022,2022-07-01
Virginia,Aug 2022,419819.0,825660.0,MARO,2022,2022-08-01
Virginia,Sep 2022,422224.0,826226.0,MARO,2022,2022-09-01
West Virginia,Oct 2021,161439.0,299037.0,MARO,2021,2021-10-01
West Virginia,Nov 2021,164297.0,305209.0,MARO,2021,2021-11-01
West Virginia,Dec 2021,163276.0,303347.0,MARO,2021,2021-12-01
West Virginia,Jan 2022,163981.0,304430.0,MARO,2022,2022-01-01
West Virginia,Feb 2022,164063.0,304659.0,MARO,2022,2022-02-01
West Virginia,Mar 2022,167583.0,313719.0,MARO,2022,2022-03-01
West Virginia,Apr 2022,167390.0,312813.0,MARO,2022,2022-04-01
West Virginia,May 2022,166208.0,308015.0,MARO,2022,2022-05-01
West Virginia,Jun 2022,169457.0,317164.0,MARO,2022,2022-06-01
West Virginia,Jul 2022,168066.0,314653.0,MARO,2022,2022-07-01
West Virginia,Aug 2022,172727.0,323586.0,MARO,2022,2022-08-01
West Virginia,Sep 2022,173722.0,323913.0,MARO,2022,2022-09-01
Alabama,Oct 2021,375645.0,763817.0,SERO,2021,2021-10-01
Alabama,Nov 2021,377135.0,764815.0,SERO,2021,2021-11-01
Alabama,Dec 2021,377152.0,763238.0,SERO,2021,2021-12-01
Alabama,Jan 2022,372668.0,753604.0,SERO,2022,2022-01-01
Alabama,Feb 2022,372345.0,750939.0,SERO,2022,2022-02-01
Alabama,Mar 2022,373834.0,752652.0,SERO,2022,2022-03-01
Alabama,Apr 2022,373715.0,752203.0,SERO,2022,2022-04-01
Alabama,May 2022,375848.0,756709.0,SERO,2022,2022-05-01
Alabama,Jun 2022,378095.0,761205.0,SERO,2022,2022-06-01
Alabama,Jul 2022,380352.0,765005.0,SERO,2022,2022-07-01
Alabama,Aug 2022,385734.0,774318.0,SERO,2022,2022-08-01
Alabama,Sep 2022,387394.0,774378.0,SERO,2022,2022-09-01
Florida,Oct 2021,1698590.0,3043731.0,SERO,2021,2021-10-01
Florida,Nov 2021,1654975.0,2974930.0,SERO,2021,2021-11-01
Florida,Dec 2021,1615768.0,2903034.0,SERO,2021,2021-12-01
Florida,Jan 2022,1555494.0,2791040.0,SERO,2022,2022-01-01
Florida,Feb 2022,1535576.0,2760132.0,SERO,2022,2022-02-01
Florida,Mar 2022,1542040.0,2781226.0,SERO,2022,2022-03-01
Florida,Apr 2022,1540964.0,2786261.0,SERO,2022,2022-04-01
Florida,May 2022,1549749.0,2797922.0,SERO,2022,2022-05-01
Florida,Jun 2022,1570456.0,2835905.0,SERO,2022,2022-06-01
Florida,Jul 2022,1575908.0,2841401.0,SERO,2022,2022-07-01
Florida,Aug 2022,1572754.0,2834015.0,SERO,2022,2022-08-01
Florida,Sep 2022,1565863.0,2815431.0,SERO,2022,2022-09-01
Georgia,Oct 2021,769296.0,1588342.0,SERO,2021,2021-10-01
Georgia,Nov 2021,776747.0,1603834.0,SERO,2021,2021-11-01
Georgia,Dec 2021,789475.0,1624871.0,SERO,2021,2021-12-01
Georgia,Jan 2022,785878.0,1604288.0,SERO,2022,2022-01-01
Georgia,Feb 2022,794598.0,1615215.0,SERO,2022,2022-02-01
Georgia,Mar 2022,799486.0,1619056.0,SERO,2022,2022-03-01
Georgia,Apr 2022,796583.0,1607936.0,SERO,2022,2022-04-01
Georgia,May 2022,791752.0,1593122.0,SERO,2022,2022-05-01
Georgia,Jun 2022,788707.0,1588857.0,SERO,2022,2022-06-01
Georgia,Jul 2022,811727.0,1636607.0,SERO,2022,2022-07-01
Georgia,Aug 2022,800347.0,1619121.0,SERO,2022,2022-08-01
Georgia,Sep 2022,789204.0,1597184.0,SERO,2022,2022-09-01
Kentucky,Oct 2021,241883.0,519712.0,SERO,2021,2021-10-01
Kentucky,Nov 2021,244254.0,528388.0,SERO,2021,2021-11-01
Kentucky,Dec 2021,246289.0,533908.0,SERO,2021,2021-12-01
Kentucky,Jan 2022,244396.0,531692.0,SERO,2022,2022-01-01
Kentucky,Feb 2022,256330.0,543989.0,SERO,2022,2022-02-01
Kentucky,Mar 2022,250789.0,543483.0,SERO,2022,2022-03-01
Kentucky,Apr 2022,253593.0,548412.0,SERO,2022,2022-04-01
Kentucky,May 2022,251060.0,543444.0,SERO,2022,2022-05-01
Kentucky,Jun 2022,252129.0,547582.0,SERO,2022,2022-06-01
Kentucky,Jul 2022,251565.0,547431.0,SERO,2022,2022-07-01
Kentucky,Aug 2022,256062.0,559402.0,SERO,2022,2022-08-01
Kentucky,Sep 2022,253154.0,552037.0,SERO,2022,2022-09-01
Mississippi,Oct 2021,216184.0,434322.0,SERO,2021,2021-10-01
Mississippi,Nov 2021,215285.0,429900.0,SERO,2021,2021-11-01
Mississippi,Dec 2021,213554.0,424484.0,SERO,2021,2021-12-01
Mississippi,Jan 2022,207736.0,412985.0,SERO,2022,2022-01-01
Mississippi,Feb 2022,205558.0,407164.0,SERO,2022,2022-02-01
Mississippi,Mar 2022,205225.0,405813.0,SERO,2022,2022-03-01
Mississippi,Apr 2022,203640.0,403184.0,SERO,2022,2022-04-01
Mississippi,May 2022,203878.0,404443.0,SERO,2022,2022-05-01
Mississippi,Jun 2022,206040.0,409158.0,SERO,2022,2022-06-01
Mississippi,Jul 2022,206609.0,410439.0,SERO,2022,2022-07-01
Mississippi,Aug 2022,206988.0,410858.0,SERO,2022,2022-08-01
Mississippi,Sep 2022,206863.0,411059.0,SERO,2022,2022-09-01
North Carolina,Oct 2021,864775.0,1680600.0,SERO,2021,2021-10-01
North Carolina,Nov 2021,858201.0,1700709.0,SERO,2021,2021-11-01
North Carolina,Dec 2021,869457.0,1720044.0,SERO,2021,2021-12-01
North Carolina,Jan 2022,876491.0,1732124.0,SERO,2022,2022-01-01
North Carolina,Feb 2022,845518.0,1666555.0,SERO,2022,2022-02-01
North Carolina,Mar 2022,817152.0,1609101.0,SERO,2022,2022-03-01
North Carolina,Apr 2022,795599.0,1567026.0,SERO,2022,2022-04-01
North Carolina,May 2022,782697.0,1540942.0,SERO,2022,2022-05-01
North Carolina,Jun 2022,761877.0,1502118.0,SERO,2022,2022-06-01
North Carolina,Jul 2022,742554.0,1463355.0,SERO,2022,2022-07-01
North Carolina,Aug 2022,751775.0,1486498.0,SERO,2022,2022-08-01
North Carolina,Sep 2022,771774.0,1530082.0,SERO,2022,2022-09-01
South Carolina,Oct 2021,303742.0,617939.0,SERO,2021,2021-10-01
South Carolina,Nov 2021,304907.0,619266.0,SERO,2021,2021-11-01
South Carolina,Dec 2021,302988.0,614987.0,SERO,2021,2021-12-01
South Carolina,Jan 2022,297891.0,606722.0,SERO,2022,2022-01-01
South Carolina,Feb 2022,300173.0,610974.0,SERO,2022,2022-02-01
South Carolina,Mar 2022,304226.0,619070.0,SERO,2022,2022-03-01
South Carolina,Apr 2022,305079.0,620434.0,SERO,2022,2022-04-01
South Carolina,May 2022,305499.0,621431.0,SERO,2022,2022-05-01
South Carolina,Jun 2022,309095.0,628799.0,SERO,2022,2022-06-01
South Carolina,Jul 2022,306576.0,624133.0,SERO,2022,2022-07-01
South Carolina,Aug 2022,306662.0,624314.0,SERO,2022,2022-08-01
South Carolina,Sep 2022,304632.0,619666.0,SERO,2022,2022-09-01
Tennessee,Oct 2021,423993.0,831631.0,SERO,2021,2021-10-01
Tennessee,Nov 2021,422229.0,830547.0,SERO,2021,2021-11-01
Tennessee,Dec 2021,429677.0,847018.0,SERO,2021,2021-12-01
Tennessee,Jan 2022,424412.0,838823.0,SERO,2022,2022-01-01
Tennessee,Feb 2022,423401.0,837855.0,SERO,2022,2022-02-01
Tennessee,Mar 2022,426380.0,843906.0,SERO,2022,2022-03-01
Tennessee,Apr 2022,418627.0,828213.0,SERO,2022,2022-04-01
Tennessee,May 2022,414998.0,820910.0,SERO,2022,2022-05-01
Tennessee,Jun 2022,419168.0,831118.0,SERO,2022,2022-06-01
Tennessee,Jul 2022,405674.0,800670.0,SERO,2022,2022-07-01
Tennessee,Aug 2022,398078.0,786502.0,SERO,2022,2022-08-01
Tennessee,Sep 2022,406753.0,806886.0,SERO,2022,2022-09-01
Illinois,Oct 2021,1021433.0,1883995.0,MWRO,2021,2021-10-01
Illinois,Nov 2021,1036697.0,1918174.0,MWRO,2021,2021-11-01
Illinois,Dec 2021,1051967.0,1949042.0,MWRO,2021,2021-12-01
Illinois,Jan 2022,1059449.0,1965546.0,MWRO,2022,2022-01-01
Illinois,Feb 2022,1071564.0,1988757.0,MWRO,2022,2022-02-01
Illinois,Mar 2022,1083730.0,2010324.0,MWRO,2022,2022-03-01
Illinois,Apr 2022,1079976.0,2003747.0,MWRO,2022,2022-04-01
Illinois,May 2022,1080026.0,2003952.0,MWRO,2022,2022-05-01
Illinois,Jun 2022,1083945.0,2010682.0,MWRO,2022,2022-06-01
Illinois,Jul 2022,1085550.0,2012328.0,MWRO,2022,2022-07-01
Illinois,Aug 2022,1087878.0,2015218.0,MWRO,2022,2022-08-01
Illinois,Sep 2022,1090161.0,2018799.0,MWRO,2022,2022-09-01
Indiana,Oct 2021,292969.0,624284.0,MWRO,2021,2021-10-01
Indiana,Nov 2021,292710.0,624002.0,MWRO,2021,2021-11-01
Indiana,Dec 2021,287824.0,614553.0,MWRO,2021,2021-12-01
Indiana,Jan 2022,284837.0,608495.0,MWRO,2022,2022-01-01
Indiana,Feb 2022,289456.0,618584.0,MWRO,2022,2022-02-01
Indiana,Mar 2022,292997.0,625513.0,MWRO,2022,2022-03-01
Indiana,Apr 2022,293347.0,625128.0,MWRO,2022,2022-04-01
Indiana,May 2022,292094.0,621490.0,MWRO,2022,2022-05-01
Indiana,Jun 2022,289890.0,617191.0,MWRO,2022,2022-06-01
Indiana,Jul 2022,289548.0,615289.0,MWRO,2022,2022-07-01
Indiana,Aug 2022,290172.0,614575.0,MWRO,2022,2022-08-01
Indiana,Sep 2022,284992.0,602455.0,MWRO,2022,2022-09-01
Iowa,Oct 2021,138892.0,279123.0,MWRO,2021,2021-10-01
Iowa,Nov 2021,139047.0,279950.0,MWRO,2021,2021-11-01
Iowa,Dec 2021,140329.0,282742.0,MWRO,2021,2021-12-01
Iowa,Jan 2022,139458.0,282565.0,MWRO,2022,2022-01-01
Iowa,Feb 2022,140020.0,283815.0,MWRO,2022,2022-02-01
Iowa,Mar 2022,140403.0,284803.0,MWRO,2022,2022-03-01
Iowa,Apr 2022,139067.0,281951.0,MWRO,2022,2022-04-01
Iowa,May 2022,137782.0,278713.0,MWRO,2022,2022-05-01
Iowa,Jun 2022,137242.0,276964.0,MWRO,2022,2022-06-01
Iowa,Jul 2022,136037.0,273844.0,MWRO,2022,2022-07-01
Iowa,Aug 2022,135312.0,272128.0,MWRO,2022,2022-08-01
Iowa,Sep 2022,134270.0,269323.0,MWRO,2022,2022-09-01
Michigan,Oct 2021,720095.0,1332844.0,MWRO,2021,2021-10-01
Michigan,Nov 2021,708692.0,1329643.0,MWRO,2021,2021-11-01
Michigan,Dec 2021,709182.0,1329628.0,MWRO,2021,2021-12-01
Michigan,Jan 2022,711124.0,1335123.0,MWRO,2022,2022-01-01
Michigan,Feb 2022,712516.0,1345633.0,MWRO,2022,2022-02-01
Michigan,Mar 2022,721705.0,1360482.0,MWRO,2022,2022-03-01
Michigan,Apr 2022,715768.0,1348861.0,MWRO,2022,2022-04-01
Michigan,May 2022,717095.0,1350305.0,MWRO,2022,2022-05-01
Michigan,Jun 2022,718328.0,1353650.0,MWRO,2022,2022-06-01
Michigan,Jul 2022,741237.0,1387346.0,MWRO,2022,2022-07-01
Michigan,Aug 2022,733005.0,1376870.0,MWRO,2022,2022-08-01
Michigan,Sep 2022,728887.0,1365336.0,MWRO,2022,2022-09-01
Minnesota,Oct 2021,221740.0,433511.0,MWRO,2021,2021-10-01
Minnesota,Nov 2021,220203.0,430741.0,MWRO,2021,2021-11-01
Minnesota,Dec 2021,217425.0,423724.0,MWRO,2021,2021-12-01
Minnesota,Jan 2022,220039.0,428739.0,MWRO,2022,2022-01-01
Minnesota,Feb 2022,221267.0,432607.0,MWRO,2022,2022-02-01
Minnesota,Mar 2022,224840.0,438521.0,MWRO,2022,2022-03-01
Minnesota,Apr 2022,224454.0,436853.0,MWRO,2022,2022-04-01
Minnesota,May 2022,225220.0,437306.0,MWRO,2022,2022-05-01
Minnesota,Jun 2022,226477.0,439503.0,MWRO,2022,2022-06-01
Minnesota,Jul 2022,226970.0,440315.0,MWRO,2022,2022-07-01
Minnesota,Aug 2022,228592.0,442403.0,MWRO,2022,2022-08-01
Minnesota,Sep 2022,230194.0,446696.0,MWRO,2022,2022-09-01
Ohio,Oct 2021,758313.0,1495296.0,MWRO,2021,2021-10-01
Ohio,Nov 2021,755349.0,1487222.0,MWRO,2021,2021-11-01
Ohio,Dec 2021,756628.0,1491183.0,MWRO,2021,2021-12-01
Ohio,Jan 2022,753183.0,1485417.0,MWRO,2022,2022-01-01
Ohio,Feb 2022,754046.0,1489166.0,MWRO,2022,2022-02-01
Ohio,Mar 2022,757921.0,1497948.0,MWRO,2022,2022-03-01
Ohio,Apr 2022,757096.0,1498058.0,MWRO,2022,2022-04-01
Ohio,May 2022,757023.0,1499146.0,MWRO,2022,2022-05-01
Ohio,Jun 2022,758843.0,1502137.0,MWRO,2022,2022-06-01
Ohio,Jul 2022,755736.0,1492044.0,MWRO,2022,2022-07-01
Ohio,Aug 2022,756018.0,1487242.0,MWRO,2022,2022-08-01
Ohio,Sep 2022,749878.0,1470665.0,MWRO,2022,2022-09-01
Wisconsin,Oct 2021,400201.0,753320.0,MWRO,2021,2021-10-01
Wisconsin,Nov 2021,390748.0,736763.0,MWRO,2021,2021-11-01
Wisconsin,Dec 2021,385558.0,729235.0,MWRO,2021,2021-12-01
Wisconsin,Jan 2022,374893.0,710787.0,MWRO,2022,2022-01-01
Wisconsin,Feb 2022,374606.0,714211.0,MWRO,2022,2022-02-01
Wisconsin,Mar 2022,366621.0,696998.0,MWRO,2022,2022-03-01
Wisconsin,Apr 2022,366125.0,698385.0,MWRO,2022,2022-04-01
Wisconsin,May 2022,362592.0,691724.0,MWRO,2022,2022-05-01
Wisconsin,Jun 2022,361779.0,691309.0,MWRO,2022,2022-06-01
Wisconsin,Jul 2022,360953.0,688670.0,MWRO,2022,2022-07-01
Wisconsin,Aug 2022,364917.0,695036.0,MWRO,2022,2022-08-01
Wisconsin,Sep 2022,364640.0,692414.0,MWRO,2022,2022-09-01
Arizona,Oct 2021,374672.0,786744.0,SWRO,2021,2021-10-01
Arizona,Nov 2021,366634.0,770978.0,SWRO,2021,2021-11-01
Arizona,Dec 2021,369031.0,781094.0,SWRO,2021,2021-12-01
Arizona,Jan 2022,367350.0,781330.0,SWRO,2022,2022-01-01
Arizona,Feb 2022,375600.0,799080.0,SWRO,2022,2022-02-01
Arizona,Mar 2022,383770.0,816207.0,SWRO,2022,2022-03-01
Arizona,Apr 2022,391329.0,831414.0,SWRO,2022,2022-04-01
Arizona,May 2022,395521.0,840737.0,SWRO,2022,2022-05-01
Arizona,Jun 2022,394619.0,839147.0,SWRO,2022,2022-06-01
Arizona,Jul 2022,409278.0,865244.0,SWRO,2022,2022-07-01
Arizona,Aug 2022,418792.0,884668.0,SWRO,2022,2022-08-01
Arizona,Sep 2022,432809.0,911352.0,SWRO,2022,2022-09-01
Arkansas,Oct 2021,159688.0,324286.0,SWRO,2021,2021-10-01
Arkansas,Nov 2021,158070.0,319455.0,SWRO,2021,2021-11-01
Arkansas,Dec 2021,156123.0,314293.0,SWRO,2021,2021-12-01
Arkansas,Jan 2022,154008.0,309537.0,SWRO,2022,2022-01-01
Arkansas,Feb 2022,151359.0,304315.0,SWRO,2022,2022-02-01
Arkansas,Mar 2022,152749.0,306489.0,SWRO,2022,2022-03-01
Arkansas,Apr 2022,151112.0,302313.0,SWRO,2022,2022-04-01
Arkansas,May 2022,144895.0,289324.0,SWRO,2022,2022-05-01
Arkansas,Jun 2022,95897.0,190976.0,SWRO,2022,2022-06-01
Arkansas,Jul 2022,116691.0,235309.0,SWRO,2022,2022-07-01
Arkansas,Aug 2022,118207.0,238828.0,SWRO,2022,2022-08-01
Arkansas,Sep 2022,114996.0,229553.0,SWRO,2022,2022-09-01
Louisiana,Oct 2021,442430.0,906353.0,SWRO,2021,2021-10-01
Louisiana,Nov 2021,419179.0,861821.0,SWRO,2021,2021-11-01
Louisiana,Dec 2021,428896.0,880904.0,SWRO,2021,2021-12-01
Louisiana,Jan 2022,414484.0,847396.0,SWRO,2022,2022-01-01
Louisiana,Feb 2022,400772.0,818504.0,SWRO,2022,2022-02-01
Louisiana,Mar 2022,379561.0,774366.0,SWRO,2022,2022-03-01
Louisiana,Apr 2022,377682.0,774444.0,SWRO,2022,2022-04-01
Louisiana,May 2022,377282.0,775559.0,SWRO,2022,2022-05-01
Louisiana,Jun 2022,383883.0,791429.0,SWRO,2022,2022-06-01
Louisiana,Jul 2022,387541.0,798669.0,SWRO,2022,2022-07-01
Louisiana,Aug 2022,390042.0,801103.0,SWRO,2022,2022-08-01
Louisiana,Sep 2022,408869.0,841236.0,SWRO,2022,2022-09-01
New Mexico,Oct 2021,282991.0,550663.0,SWRO,2021,2021-10-01
New Mexico,Nov 2021,286220.0,555852.0,SWRO,2021,2021-11-01
New Mexico,Dec 2021,289004.0,560820.0,SWRO,2021,2021-12-01
New Mexico,Jan 2022,291525.0,565621.0,SWRO,2022,2022-01-01
New Mexico,Feb 2022,280015.0,541122.0,SWRO,2022,2022-02-01
New Mexico,Mar 2022,271538.0,525010.0,SWRO,2022,2022-03-01
New Mexico,Apr 2022,258404.0,499430.0,SWRO,2022,2022-04-01
New Mexico,May 2022,240477.0,467651.0,SWRO,2022,2022-05-01
New Mexico,Jun 2022,239963.0,469175.0,SWRO,2022,2022-06-01
New Mexico,Jul 2022,247536.0,484096.0,SWRO,2022,2022-07-01
New Mexico,Aug 2022,255537.0,498944.0,SWRO,2022,2022-08-01
New Mexico,Sep 2022,260614.0,507206.0,SWRO,2022,2022-09-01
Oklahoma,Oct 2021,320331.0,646610.0,SWRO,2021,2021-10-01
Oklahoma,Nov 2021,365093.0,645331.0,SWRO,2021,2021-11-01
Oklahoma,Dec 2021,247813.0,643114.0,SWRO,2021,2021-12-01
Oklahoma,Jan 2022,296979.0,631861.0,SWRO,2022,2022-01-01
Oklahoma,Feb 2022,300665.0,630738.0,SWRO,2022,2022-02-01
Oklahoma,Mar 2022,301484.0,637221.0,SWRO,2022,2022-03-01
Oklahoma,Apr 2022,305709.0,645387.0,SWRO,2022,2022-04-01
Oklahoma,May 2022,309320.0,651644.0,SWRO,2022,2022-05-01
Oklahoma,Jun 2022,314290.0,661560.0,SWRO,2022,2022-06-01
Oklahoma,Jul 2022,316531.0,665608.0,SWRO,2022,2022-07-01
Oklahoma,Aug 2022,329043.0,671825.0,SWRO,2022,2022-08-01
Oklahoma,Sep 2022,327803.0,676777.0,SWRO,2022,2022-09-01
Texas,Oct 2021,1502532.0,3382376.0,SWRO,2021,2021-10-01
Texas,Nov 2021,1537382.0,3482631.0,SWRO,2021,2021-11-01
Texas,Dec 2021,1555776.0,3532220.0,SWRO,2021,2021-12-01
Texas,Jan 2022,1581059.0,3599788.0,SWRO,2022,2022-01-01
Texas,Feb 2022,1537036.0,3493004.0,SWRO,2022,2022-02-01
Texas,Mar 2022,1532754.0,3483575.0,SWRO,2022,2022-03-01
Texas,Apr 2022,1527552.0,3472171.0,SWRO,2022,2022-04-01
Texas,May 2022,1485192.0,3369419.0,SWRO,2022,2022-05-01
Texas,Jun 2022,1436589.0,3253888.0,SWRO,2022,2022-06-01
Texas,Jul 2022,1445079.0,3249595.0,SWRO,2022,2022-07-01
Texas,Aug 2022,1532550.0,3453436.0,SWRO,2022,2022-08-01
Texas,Sep 2022,1560850.0,3516606.0,SWRO,2022,2022-09-01
Utah,Oct 2021,78135.0,157816.0,SWRO,2021,2021-10-01
Utah,Nov 2021,73940.0,155719.0,SWRO,2021,2021-11-01
Utah,Dec 2021,75930.0,157493.0,SWRO,2021,2021-12-01
Utah,Jan 2022,63570.0,156330.0,SWRO,2022,2022-01-01
Utah,Feb 2022,85146.0,158491.0,SWRO,2022,2022-02-01
Utah,Mar 2022,74545.0,157443.0,SWRO,2022,2022-03-01
Utah,Apr 2022,76262.0,155707.0,SWRO,2022,2022-04-01
Utah,May 2022,74734.0,155168.0,SWRO,2022,2022-05-01
Utah,Jun 2022,73389.0,155384.0,SWRO,2022,2022-06-01
Utah,Jul 2022,76961.0,155495.0,SWRO,2022,2022-07-01
Utah,Aug 2022,75286.0,155974.0,SWRO,2022,2022-08-01
Utah,Sep 2022,74269.0,154467.0,SWRO,2022,2022-09-01
Colorado,Oct 2021,262320.0,504963.0,MPRO,2021,2021-10-01
Colorado,Nov 2021,265719.0,512732.0,MPRO,2021,2021-11-01
Colorado,Dec 2021,279995.0,559785.0,MPRO,2021,2021-12-01
Colorado,Jan 2022,267351.0,515705.0,MPRO,2022,2022-01-01
Colorado,Feb 2022,269986.0,521159.0,MPRO,2022,2022-02-01
Colorado,Mar 2022,275851.0,532046.0,MPRO,2022,2022-03-01
Colorado,Apr 2022,284605.0,541308.0,MPRO,2022,2022-04-01
Colorado,May 2022,279188.0,535919.0,MPRO,2022,2022-05-01
Colorado,Jun 2022,282586.0,542173.0,MPRO,2022,2022-06-01
Colorado,Jul 2022,283614.0,543840.0,MPRO,2022,2022-07-01
Colorado,Aug 2022,301728.0,601114.0,MPRO,2022,2022-08-01
Colorado,Sep 2022,289674.0,572893.0,MPRO,2022,2022-09-01
Kansas,Oct 2021,96683.0,197195.0,MPRO,2021,2021-10-01
Kansas,Nov 2021,96688.0,195535.0,MPRO,2021,2021-11-01
Kansas,Dec 2021,96895.0,195616.0,MPRO,2021,2021-12-01
Kansas,Jan 2022,97343.0,196788.0,MPRO,2022,2022-01-01
Kansas,Feb 2022,96380.0,195478.0,MPRO,2022,2022-02-01
Kansas,Mar 2022,96232.0,194897.0,MPRO,2022,2022-03-01
Kansas,Apr 2022,96424.0,195234.0,MPRO,2022,2022-04-01
Kansas,May 2022,96923.0,196273.0,MPRO,2022,2022-05-01
Kansas,Jun 2022,97223.0,196976.0,MPRO,2022,2022-06-01
Kansas,Jul 2022,96777.0,195864.0,MPRO,2022,2022-07-01
Kansas,Aug 2022,97107.0,196273.0,MPRO,2022,2022-08-01
Kansas,Sep 2022,95846.0,193457.0,MPRO,2022,2022-09-01
Missouri,Oct 2021,329598.0,675781.0,MPRO,2021,2021-10-01
Missouri,Nov 2021,324287.0,661436.0,MPRO,2021,2021-11-01
Missouri,Dec 2021,322390.0,656356.0,MPRO,2021,2021-12-01
Missouri,Jan 2022,314701.0,641804.0,MPRO,2022,2022-01-01
Missouri,Feb 2022,313432.0,640799.0,MPRO,2022,2022-02-01
Missouri,Mar 2022,324224.0,662058.0,MPRO,2022,2022-03-01
Missouri,Apr 2022,316925.0,646945.0,MPRO,2022,2022-04-01
Missouri,May 2022,316669.0,647541.0,MPRO,2022,2022-05-01
Missouri,Jun 2022,322521.0,656973.0,MPRO,2022,2022-06-01
Missouri,Jul 2022,325631.0,663821.0,MPRO,2022,2022-07-01
Missouri,Aug 2022,328861.0,670652.0,MPRO,2022,2022-08-01
Missouri,Sep 2022,329243.0,670276.0,MPRO,2022,2022-09-01
Montana,Oct 2021,45860.0,89939.0,MPRO,2021,2021-10-01
Montana,Nov 2021,45490.0,89775.0,MPRO,2021,2021-11-01
Montana,Dec 2021,45302.0,89504.0,MPRO,2021,2021-12-01
Montana,Jan 2022,45089.0,89269.0,MPRO,2022,2022-01-01
Montana,Feb 2022,45053.0,89645.0,MPRO,2022,2022-02-01
Montana,Mar 2022,45515.0,90370.0,MPRO,2022,2022-03-01
Montana,Apr 2022,45466.0,89987.0,MPRO,2022,2022-04-01
Montana,May 2022,45445.0,89727.0,MPRO,2022,2022-05-01
Montana,Jun 2022,45431.0,89396.0,MPRO,2022,2022-06-01
Montana,Jul 2022,44908.0,88115.0,MPRO,2022,2022-07-01
Montana,Aug 2022,44662.0,87629.0,MPRO,2022,2022-08-01
Montana,Sep 2022,44295.0,86648.0,MPRO,2022,2022-09-01
Nebraska,Oct 2021,74402.0,156052.0,MPRO,2021,2021-10-01
Nebraska,Nov 2021,74507.0,155811.0,MPRO,2021,2021-11-01
Nebraska,Dec 2021,74711.0,156022.0,MPRO,2021,2021-12-01
Nebraska,Jan 2022,74638.0,155777.0,MPRO,2022,2022-01-01
Nebraska,Feb 2022,74228.0,154773.0,MPRO,2022,2022-02-01
Nebraska,Mar 2022,75142.0,156210.0,MPRO,2022,2022-03-01
Nebraska,Apr 2022,74970.0,155696.0,MPRO,2022,2022-04-01
Nebraska,May 2022,74860.0,154490.0,MPRO,2022,2022-05-01
Nebraska,Jun 2022,75001.0,154559.0,MPRO,2022,2022-06-01
Nebraska,Jul 2022,75331.0,154836.0,MPRO,2022,2022-07-01
Nebraska,Aug 2022,76189.0,156229.0,MPRO,2022,2022-08-01
Nebraska,Sep 2022,76267.0,156140.0,MPRO,2022,2022-09-01
North Dakota,Oct 2021,24129.0,48773.0,MPRO,2021,2021-10-01
North Dakota,Nov 2021,24228.0,48777.0,MPRO,2021,2021-11-01
North Dakota,Dec 2021,24205.0,48630.0,MPRO,2021,2021-12-01
North Dakota,Jan 2022,23911.0,48017.0,MPRO,2022,2022-01-01
North Dakota,Feb 2022,23560.0,47289.0,MPRO,2022,2022-02-01
North Dakota,Mar 2022,23845.0,47766.0,MPRO,2022,2022-03-01
North Dakota,Apr 2022,23691.0,47349.0,MPRO,2022,2022-04-01
