state,month,households,persons,region,year,date
Connecticut,Oct 2018,217619.0,376447.0,NERO,2018,2018-10-01
Connecticut,Nov 2018,216134.0,374230.0,NERO,2018,2018-11-01
Connecticut,Dec 2018,215283.0,372079.0,NERO,2018,2018-12-01
Connecticut,Jan 2019,215132.0,371393.0,NERO,2019,2019-01-01
Connecticut,Feb 2019,19891.0,39270.0,NERO,2019,2019-02-01
Connecticut,Mar 2019,213248.0,366453.0,NERO,2019,2019-03-01
Connecticut,Apr 2019,212331.0,364182.0,NERO,2019,2019-04-01
Connecticut,May 2019,212602.0,364456.0,NERO,2019,2019-05-01
Connecticut,Jun 2019,212355.0,363578.0,NERO,2019,2019-06-01
Connecticut,Jul 2019,212611.0,364092.0,NERO,2019,2019-07-01
Connecticut,Aug 2019,213062.0,364704.0,NERO,2019,2019-08-01
Connecticut,Sep 2019,212861.0,364474.0,NERO,2019,2019-09-01
Maine,Oct 2018,86368.0,159320.0,NERO,2018,2018-10-01
Maine,Nov 2018,85990.0,158401.0,NERO,2018,2018-11-01
Maine,Dec 2018,85243.0,157026.0,NERO,2018,2018-12-01
Maine,Jan 2019,85308.0,157160.0,NERO,2019,2019-01-01
Maine,Feb 2019,5313.0,10078.0,NERO,2019,2019-02-01
Maine,Mar 2019,84826.0,155564.0,NERO,2019,2019-03-01
Maine,Apr 2019,85139.0,155769.0,NERO,2019,2019-04-01
Maine,May 2019,85445.0,156166.0,NERO,2019,2019-05-01
Maine,Jun 2019,85564.0,156232.0,NERO,2019,2019-06-01
Maine,Jul 2019,85292.0,155749.0,NERO,2019,2019-07-01
Maine,Aug 2019,85862.0,156079.0,NERO,2019,2019-08-01
Maine,Sep 2019,85996.0,155648.0,NERO,2019,2019-09-01
Massachusetts,Oct 2018,451379.0,768374.0,NERO,2018,2018-10-01
Massachusetts,Nov 2018,451033.0,767420.0,NERO,2018,2018-11-01
Massachusetts,Dec 2018,448876.0,762672.0,NERO,2018,2018-12-01
Massachusetts,Jan 2019,447729.0,759254.0,NERO,2019,2019-01-01
Massachusetts,Feb 2019,49078.0,83104.0,NERO,2019,2019-02-01
Massachusetts,Mar 2019,446236.0,754623.0,NERO,2019,2019-03-01
Massachusetts,Apr 2019,445664.0,752757.0,NERO,2019,2019-04-01
Massachusetts,May 2019,446143.0,752862.0,NERO,2019,2019-05-01
Massachusetts,Jun 2019,447612.0,754843.0,NERO,2019,2019-06-01
Massachusetts,Jul 2019,450879.0,759398.0,NERO,2019,2019-07-01
Massachusetts,Aug 2019,453658.0,762684.0,NERO,2019,2019-08-01
Massachusetts,Sep 2019,455252.0,764203.0,NERO,2019,2019-09-01
New Hampshire,Oct 2018,40944.0,79727.0,NERO,2018,2018-10-01
New Hampshire,Nov 2018,40803.0,79137.0,NERO,2018,2018-11-01
New Hampshire,Dec 2018,40376.0,78053.0,NERO,2018,2018-12-01
New Hampshire,Jan 2019,40708.0,78653.0,NERO,2019,2019-01-01
New Hampshire,Feb 2019,2880.0,5614.0,NERO,2019,2019-02-01
New Hampshire,Mar 2019,39972.0,76762.0,NERO,2019,2019-03-01
New Hampshire,Apr 2019,39760.0,76113.0,NERO,2019,2019-04-01
New Hampshire,May 2019,39479.0,75411.0,NERO,2019,2019-05-01
New Hampshire,Jun 2019,39015.0,74354.0,NERO,2019,2019-06-01
New Hampshire,Jul 2019,38754.0,73837.0,NERO,2019,2019-07-01
New Hampshire,Aug 2019,38777.0,73775.0,NERO,2019,2019-08-01
New Hampshire,Sep 2019,38747.0,73506.0,NERO,2019,2019-09-01
New York,Oct 2018,1536243.0,2727462.0,NERO,2018,2018-10-01
New York,Nov 2018,1527245.0,2706697.0,NERO,2018,2018-11-01
New York,Dec 2018,1527054.0,2702602.0,NERO,2018,2018-12-01
New York,Jan 2019,1531428.0,2705107.0,NERO,2019,2019-01-01
New York,Feb 2019,1526845.0,2690578.0,NERO,2019,2019-02-01
New York,Mar 2019,1522410.0,2681717.0,NERO,2019,2019-03-01
New York,Apr 2019,1514547.0,2662511.0,NERO,2019,2019-04-01
New York,May 2019,1505591.0,2642450.0,NERO,2019,2019-05-01
New York,Jun 2019,1496844.0,2623177.0,NERO,2019,2019-06-01
New York,Jul 2019,1492844.0,2613091.0,NERO,2019,2019-07-01
New York,Aug 2019,1486402.0,2598826.0,NERO,2019,2019-08-01
New York,Sep 2019,1481195.0,2586186.0,NERO,2019,2019-09-01
Rhode Island,Oct 2018,93735.0,157948.0,NERO,2018,2018-10-01
Rhode Island,Nov 2018,94543.0,158750.0,NERO,2018,2018-11-01
Rhode Island,Dec 2018,93709.0,157079.0,NERO,2018,2018-12-01
Rhode Island,Jan 2019,92394.0,155099.0,NERO,2019,2019-01-01
Rhode Island,Feb 2019,9771.0,20281.0,NERO,2019,2019-02-01
Rhode Island,Mar 2019,90976.0,151822.0,NERO,2019,2019-03-01
Rhode Island,Apr 2019,90212.0,150288.0,NERO,2019,2019-04-01
Rhode Island,May 2019,90057.0,149735.0,NERO,2019,2019-05-01
Rhode Island,Jun 2019,89668.0,148929.0,NERO,2019,2019-06-01
Rhode Island,Jul 2019,89808.0,148914.0,NERO,2019,2019-07-01
Rhode Island,Aug 2019,89278.0,148087.0,NERO,2019,2019-08-01
Rhode Island,Sep 2019,89192.0,147857.0,NERO,2019,2019-09-01
Vermont,Oct 2018,40158.0,71176.0,NERO,2018,2018-10-01
Vermont,Nov 2018,40223.0,71400.0,NERO,2018,2018-11-01
Vermont,Dec 2018,40295.0,71494.0,NERO,2018,2018-12-01
Vermont,Jan 2019,62010.0,119143.0,NERO,2019,2019-01-01
Vermont,Feb 2019,5609.0,9920.0,NERO,2019,2019-02-01
Vermont,Mar 2019,39748.0,69854.0,NERO,2019,2019-03-01
Vermont,Apr 2019,39351.0,68932.0,NERO,2019,2019-04-01
Vermont,May 2019,39081.0,68257.0,NERO,2019,2019-05-01
Vermont,Jun 2019,38836.0,67606.0,NERO,2019,2019-06-01
Vermont,Jul 2019,38594.0,67136.0,NERO,2019,2019-07-01
Vermont,Aug 2019,38592.0,67195.0,NERO,2019,2019-08-01
Vermont,Sep 2019,38579.0,67209.0,NERO,2019,2019-09-01
Delaware,Oct 2018,66592.0,136252.0,MARO,2018,2018-10-01
Delaware,Nov 2018,66006.0,135049.0,MARO,2018,2018-11-01
Delaware,Dec 2018,65572.0,134116.0,MARO,2018,2018-12-01
Delaware,Jan 2019,67688.0,138562.0,MARO,2019,2019-01-01
Delaware,Feb 2019,4591.0,9847.0,MARO,2019,2019-02-01
Delaware,Mar 2019,63714.0,130125.0,MARO,2019,2019-03-01
Delaware,Apr 2019,62920.0,128321.0,MARO,2019,2019-04-01
Delaware,May 2019,62535.0,127545.0,MARO,2019,2019-05-01
Delaware,Jun 2019,61742.0,125758.0,MARO,2019,2019-06-01
Delaware,Jul 2019,60991.0,124488.0,MARO,2019,2019-07-01
Delaware,Aug 2019,61275.0,125239.0,MARO,2019,2019-08-01
Delaware,Sep 2019,59840.0,122139.0,MARO,2019,2019-09-01
District of Columbia,Oct 2018,67986.0,119885.0,MARO,2018,2018-10-01
District of Columbia,Nov 2018,67629.0,113646.0,MARO,2018,2018-11-01
District of Columbia,Dec 2018,67028.0,111266.0,MARO,2018,2018-12-01
District of Columbia,Jan 2019,65819.0,109580.0,MARO,2019,2019-01-01
District of Columbia,Feb 2019,59489.0,99991.0,MARO,2019,2019-02-01
District of Columbia,Mar 2019,6196.0,10249.0,MARO,2019,2019-03-01
District of Columbia,Apr 2019,64035.0,106298.0,MARO,2019,2019-04-01
District of Columbia,May 2019,64060.0,106340.0,MARO,2019,2019-05-01
District of Columbia,Jun 2019,64202.0,106575.0,MARO,2019,2019-06-01
District of Columbia,Jul 2019,64691.0,109146.0,MARO,2019,2019-07-01
District of Columbia,Aug 2019,65330.0,110383.0,MARO,2019,2019-08-01
District of Columbia,Sep 2019,65410.0,111402.0,MARO,2019,2019-09-01
Maryland,Oct 2018,341809.0,637966.0,MARO,2018,2018-10-01
Maryland,Nov 2018,339964.0,633655.0,MARO,2018,2018-11-01
Maryland,Dec 2018,337043.0,626738.0,MARO,2018,2018-12-01
Maryland,Jan 2019,337895.0,627002.0,MARO,2019,2019-01-01
Maryland,Feb 2019,16327.0,30774.0,MARO,2019,2019-02-01
Maryland,Mar 2019,333753.0,616315.0,MARO,2019,2019-03-01
Maryland,Apr 2019,332146.0,612581.0,MARO,2019,2019-04-01
Maryland,May 2019,331601.0,611598.0,MARO,2019,2019-05-01
Maryland,Jun 2019,330887.0,610677.0,MARO,2019,2019-06-01
Maryland,Jul 2019,331092.0,610523.0,MARO,2019,2019-07-01
Maryland,Aug 2019,333459.0,615096.0,MARO,2019,2019-08-01
Maryland,Sep 2019,332027.0,612399.0,MARO,2019,2019-09-01
New Jersey,Oct 2018,366108.0,731983.0,MARO,2018,2018-10-01
New Jersey,Nov 2018,363398.0,725753.0,MARO,2018,2018-11-01
New Jersey,Dec 2018,361021.0,721400.0,MARO,2018,2018-12-01
New Jersey,Jan 2019,363628.0,728496.0,MARO,2019,2019-01-01
New Jersey,Feb 2019,15504.0,30804.0,MARO,2019,2019-02-01
New Jersey,Mar 2019,353257.0,703228.0,MARO,2019,2019-03-01
New Jersey,Apr 2019,350174.0,695964.0,MARO,2019,2019-04-01
New Jersey,May 2019,350208.0,695525.0,MARO,2019,2019-05-01
New Jersey,Jun 2019,349069.0,692664.0,MARO,2019,2019-06-01
New Jersey,Jul 2019,347341.0,690006.0,MARO,2019,2019-07-01
New Jersey,Aug 2019,347963.0,690789.0,MARO,2019,2019-08-01
New Jersey,Sep 2019,344237.0,682918.0,MARO,2019,2019-09-01
Pennsylvania,Oct 2018,953070.0,1791564.0,MARO,2018,2018-10-01
Pennsylvania,Nov 2018,949366.0,1780497.0,MARO,2018,2018-11-01
Pennsylvania,Dec 2018,945533.0,1769604.0,MARO,2018,2018-12-01
Pennsylvania,Jan 2019,945432.0,1768620.0,MARO,2019,2019-01-01
Pennsylvania,Feb 2019,93193.0,196429.0,MARO,2019,2019-02-01
Pennsylvania,Mar 2019,939194.0,1748715.0,MARO,2019,2019-03-01
Pennsylvania,Apr 2019,938729.0,1747214.0,MARO,2019,2019-04-01
Pennsylvania,May 2019,937782.0,1741489.0,MARO,2019,2019-05-01
Pennsylvania,Jun 2019,938895.0,1741026.0,MARO,2019,2019-06-01
Pennsylvania,Jul 2019,941757.0,1746086.0,MARO,2019,2019-07-01
Pennsylvania,Aug 2019,947660.0,1755663.0,MARO,2019,2019-08-01
Pennsylvania,Sep 2019,943248.0,1744769.0,MARO,2019,2019-09-01
Virginia,Oct 2018,345364.0,715559.0,MARO,2018,2018-10-01
Virginia,Nov 2018,345334.0,716022.0,MARO,2018,2018-11-01
Virginia,Dec 2018,344002.0,711323.0,MARO,2018,2018-12-01
Virginia,Jan 2019,344477.0,709491.0,MARO,2019,2019-01-01
Virginia,Feb 2019,49677.0,102350.0,MARO,2019,2019-02-01
Virginia,Mar 2019,343426.0,704973.0,MARO,2019,2019-03-01
Virginia,Apr 2019,342330.0,701304.0,MARO,2019,2019-04-01
Virginia,May 2019,341866.0,700353.0,MARO,2019,2019-05-01
Virginia,Jun 2019,341854.0,700418.0,MARO,2019,2019-06-01
Virginia,Jul 2019,341153.0,698607.0,MARO,2019,2019-07-01
Virginia,Aug 2019,341570.0,699837.0,MARO,2019,2019-08-01
Virginia,Sep 2019,341208.0,698350.0,MARO,2019,2019-09-01
West Virginia,Oct 2018,162244.0,311863.0,MARO,2018,2018-10-01
West Virginia,Nov 2018,161116.0,309086.0,MARO,2018,2018-11-01
West Virginia,Dec 2018,159867.0,305468.0,MARO,2018,2018-12-01
West Virginia,Jan 2019,163826.0,314042.0,MARO,2019,2019-01-01
West Virginia,Feb 2019,10927.0,22907.0,MARO,2019,2019-02-01
West Virginia,Mar 2019,159568.0,303538.0,MARO,2019,2019-03-01
West Virginia,Apr 2019,158856.0,302044.0,MARO,2019,2019-04-01
West Virginia,May 2019,159008.0,302274.0,MARO,2019,2019-05-01
West Virginia,Jun 2019,159975.0,304345.0,MARO,2019,2019-06-01
West Virginia,Jul 2019,159699.0,303102.0,MARO,2019,2019-07-01
West Virginia,Aug 2019,160602.0,305640.0,MARO,2019,2019-08-01
West Virginia,Sep 2019,161612.0,307638.0,MARO,2019,2019-09-01
Alabama,Oct 2018,352543.0,748755.0,SERO,2018,2018-10-01
Alabama,Nov 2018,350510.0,743517.0,SERO,2018,2018-11-01
Alabama,Dec 2018,348807.0,739258.0,SERO,2018,2018-12-01
Alabama,Jan 2019,346977.0,734098.0,SERO,2019,2019-01-01
Alabama,Feb 2019,1663.0,3926.0,SERO,2019,2019-02-01
Alabama,Mar 2019,342619.0,723596.0,SERO,2019,2019-03-01
Alabama,Apr 2019,339982.0,717163.0,SERO,2019,2019-04-01
Alabama,May 2019,339642.0,716989.0,SERO,2019,2019-05-01
Alabama,Jun 2019,339857.0,717564.0,SERO,2019,2019-06-01
Alabama,Jul 2019,340639.0,718523.0,SERO,2019,2019-07-01
Alabama,Aug 2019,341995.0,721299.0,SERO,2019,2019-08-01
Alabama,Sep 2019,341373.0,719827.0,SERO,2019,2019-09-01
Florida,Oct 2018,1606761.0,2996302.0,SERO,2018,2018-10-01
Florida,Nov 2018,1644826.0,3073877.0,SERO,2018,2018-11-01
Florida,Dec 2018,1585037.0,2944370.0,SERO,2018,2018-12-01
Florida,Jan 2019,1559702.0,2888654.0,SERO,2019,2019-01-01
Florida,Feb 2019,214313.0,473190.0,SERO,2019,2019-02-01
Florida,Mar 2019,1509558.0,2780799.0,SERO,2019,2019-03-01
Florida,Apr 2019,1499980.0,2765663.0,SERO,2019,2019-04-01
Florida,May 2019,1507038.0,2779400.0,SERO,2019,2019-05-01
Florida,Jun 2019,1513284.0,2789098.0,SERO,2019,2019-06-01
Florida,Jul 2019,1509953.0,2779754.0,SERO,2019,2019-07-01
Florida,Aug 2019,1507501.0,2770280.0,SERO,2019,2019-08-01
Florida,Sep 2019,1500656.0,2755509.0,SERO,2019,2019-09-01
Georgia,Oct 2018,683336.0,1485060.0,SERO,2018,2018-10-01
Georgia,Nov 2018,721447.0,1580644.0,SERO,2018,2018-11-01
Georgia,Dec 2018,671855.0,1453914.0,SERO,2018,2018-12-01
Georgia,Jan 2019,670279.0,1452314.0,SERO,2019,2019-01-01
Georgia,Feb 2019,133634.0,319224.0,SERO,2019,2019-02-01
Georgia,Mar 2019,655516.0,1414322.0,SERO,2019,2019-03-01
Georgia,Apr 2019,647278.0,1397447.0,SERO,2019,2019-04-01
Georgia,May 2019,644207.0,1390665.0,SERO,2019,2019-05-01
Georgia,Jun 2019,642604.0,1385857.0,SERO,2019,2019-06-01
Georgia,Jul 2019,632180.0,1365770.0,SERO,2019,2019-07-01
Georgia,Aug 2019,636701.0,1372252.0,SERO,2019,2019-08-01
Georgia,Sep 2019,637959.0,1372965.0,SERO,2019,2019-09-01
Kentucky,Oct 2018,261676.0,577565.0,SERO,2018,2018-10-01
Kentucky,Nov 2018,258169.0,568814.0,SERO,2018,2018-11-01
Kentucky,Dec 2018,257469.0,566810.0,SERO,2018,2018-12-01
Kentucky,Jan 2019,258445.0,566900.0,SERO,2019,2019-01-01
Kentucky,Feb 2019,31058.0,75734.0,SERO,2019,2019-02-01
Kentucky,Mar 2019,244916.0,539847.0,SERO,2019,2019-03-01
Kentucky,Apr 2019,241584.0,533922.0,SERO,2019,2019-04-01
Kentucky,May 2019,238679.0,529143.0,SERO,2019,2019-05-01
Kentucky,Jun 2019,237323.0,527256.0,SERO,2019,2019-06-01
Kentucky,Jul 2019,233270.0,518431.0,SERO,2019,2019-07-01
Kentucky,Aug 2019,231839.0,515693.0,SERO,2019,2019-08-01
Kentucky,Sep 2019,227556.0,506778.0,SERO,2019,2019-09-01
Mississippi,Oct 2018,220993.0,477166.0,SERO,2018,2018-10-01
Mississippi,Nov 2018,219510.0,473171.0,SERO,2018,2018-11-01
Mississippi,Dec 2018,217632.0,468186.0,SERO,2018,2018-12-01
Mississippi,Jan 2019,215458.0,463284.0,SERO,2019,2019-01-01
Mississippi,Feb 2019,20353.0,47674.0,SERO,2019,2019-02-01
Mississippi,Mar 2019,209975.0,449821.0,SERO,2019,2019-03-01
Mississippi,Apr 2019,207566.0,443868.0,SERO,2019,2019-04-01
Mississippi,May 2019,207248.0,444005.0,SERO,2019,2019-05-01
Mississippi,Jun 2019,208080.0,446617.0,SERO,2019,2019-06-01
Mississippi,Jul 2019,208202.0,446420.0,SERO,2019,2019-07-01
Mississippi,Aug 2019,208615.0,446880.0,SERO,2019,2019-08-01
Mississippi,Sep 2019,207204.0,443382.0,SERO,2019,2019-09-01
North Carolina,Oct 2018,787918.0,1691351.0,SERO,2018,2018-10-01
North Carolina,Nov 2018,665684.0,1393700.0,SERO,2018,2018-11-01
North Carolina,Dec 2018,637265.0,1326080.0,SERO,2018,2018-12-01
North Carolina,Jan 2019,637206.0,1322868.0,SERO,2019,2019-01-01
North Carolina,Feb 2019,49845.0,110659.0,SERO,2019,2019-02-01
North Carolina,Mar 2019,634567.0,1308432.0,SERO,2019,2019-03-01
North Carolina,Apr 2019,619367.0,1278787.0,SERO,2019,2019-04-01
North Carolina,May 2019,611574.0,1263343.0,SERO,2019,2019-05-01
North Carolina,Jun 2019,613520.0,1268103.0,SERO,2019,2019-06-01
North Carolina,Jul 2019,604527.0,1248711.0,SERO,2019,2019-07-01
North Carolina,Aug 2019,609333.0,1266496.0,SERO,2019,2019-08-01
North Carolina,Sep 2019,610088.0,1262554.0,SERO,2019,2019-09-01
South Carolina,Oct 2018,290170.0,623283.0,SERO,2018,2018-10-01
South Carolina,Nov 2018,288695.0,621075.0,SERO,2018,2018-11-01
South Carolina,Dec 2018,286913.0,617516.0,SERO,2018,2018-12-01
South Carolina,Jan 2019,284053.0,611652.0,SERO,2019,2019-01-01
South Carolina,Feb 2019,40435.0,96732.0,SERO,2019,2019-02-01
South Carolina,Mar 2019,276962.0,595551.0,SERO,2019,2019-03-01
South Carolina,Apr 2019,275630.0,590881.0,SERO,2019,2019-04-01
South Carolina,May 2019,275498.0,590201.0,SERO,2019,2019-05-01
South Carolina,Jun 2019,275645.0,590472.0,SERO,2019,2019-06-01
South Carolina,Jul 2019,275478.0,590847.0,SERO,2019,2019-07-01
South Carolina,Aug 2019,274552.0,590285.0,SERO,2019,2019-08-01
South Carolina,Sep 2019,272457.0,586163.0,SERO,2019,2019-09-01
Tennessee,Oct 2018,448713.0,938986.0,SERO,2018,2018-10-01
Tennessee,Nov 2018,440858.0,922468.0,SERO,2018,2018-11-01
Tennessee,Dec 2018,437519.0,913571.0,SERO,2018,2018-12-01
Tennessee,Jan 2019,447425.0,933981.0,SERO,2019,2019-01-01
Tennessee,Feb 2019,23311.0,46795.0,SERO,2019,2019-02-01
Tennessee,Mar 2019,441016.0,913919.0,SERO,2019,2019-03-01
Tennessee,Apr 2019,428677.0,889691.0,SERO,2019,2019-04-01
Tennessee,May 2019,426846.0,891135.0,SERO,2019,2019-05-01
Tennessee,Jun 2019,424144.0,884811.0,SERO,2019,2019-06-01
Tennessee,Jul 2019,425845.0,889405.0,SERO,2019,2019-07-01
Tennessee,Aug 2019,423073.0,884025.0,SERO,2019,2019-08-01
Tennessee,Sep 2019,420066.0,876772.0,SERO,2019,2019-09-01
Illinois,Oct 2018,885620.0,1783389.0,MWRO,2018,2018-10-01
Illinois,Nov 2018,873669.0,1759510.0,MWRO,2018,2018-11-01
Illinois,Dec 2018,883840.0,1777509.0,MWRO,2018,2018-12-01
Illinois,Jan 2019,907953.0,1826750.0,MWRO,2019,2019-01-01
Illinois,Feb 2019,64915.0,141914.0,MWRO,2019,2019-02-01
Illinois,Mar 2019,875089.0,1757209.0,MWRO,2019,2019-03-01
Illinois,Apr 2019,864878.0,1737117.0,MWRO,2019,2019-04-01
Illinois,May 2019,885370.0,1780778.0,MWRO,2019,2019-05-01
Illinois,Jun 2019,882852.0,1771527.0,MWRO,2019,2019-06-01
Illinois,Jul 2019,889348.0,1782949.0,MWRO,2019,2019-07-01
Illinois,Aug 2019,892071.0,1783530.0,MWRO,2019,2019-08-01
Illinois,Sep 2019,886924.0,1770574.0,MWRO,2019,2019-09-01
Indiana,Oct 2018,269024.0,599613.0,MWRO,2018,2018-10-01
Indiana,Nov 2018,265027.0,590807.0,MWRO,2018,2018-11-01
Indiana,Dec 2018,263014.0,584631.0,MWRO,2018,2018-12-01
Indiana,Jan 2019,270851.0,603782.0,MWRO,2019,2019-01-01
Indiana,Feb 2019,18695.0,44078.0,MWRO,2019,2019-02-01
Indiana,Mar 2019,263930.0,586395.0,MWRO,2019,2019-03-01
Indiana,Apr 2019,254030.0,566081.0,MWRO,2019,2019-04-01
Indiana,May 2019,257025.0,570171.0,MWRO,2019,2019-05-01
Indiana,Jun 2019,252565.0,559775.0,MWRO,2019,2019-06-01
Indiana,Jul 2019,231554.0,519230.0,MWRO,2019,2019-07-01
Indiana,Aug 2019,254886.0,565743.0,MWRO,2019,2019-08-01
Indiana,Sep 2019,259037.0,574304.0,MWRO,2019,2019-09-01
Iowa,Oct 2018,159549.0,332595.0,MWRO,2018,2018-10-01
Iowa,Nov 2018,158362.0,329869.0,MWRO,2018,2018-11-01
Iowa,Dec 2018,157716.0,327915.0,MWRO,2018,2018-12-01
Iowa,Jan 2019,158181.0,327902.0,MWRO,2019,2019-01-01
Iowa,Feb 2019,12752.0,28798.0,MWRO,2019,2019-02-01
Iowa,Mar 2019,154548.0,320036.0,MWRO,2019,2019-03-01
Iowa,Apr 2019,153470.0,317878.0,MWRO,2019,2019-04-01
Iowa,May 2019,152351.0,315622.0,MWRO,2019,2019-05-01
Iowa,Jun 2019,151910.0,314300.0,MWRO,2019,2019-06-01
Iowa,Jul 2019,150822.0,311638.0,MWRO,2019,2019-07-01
Iowa,Aug 2019,150920.0,312501.0,MWRO,2019,2019-08-01
Iowa,Sep 2019,149444.0,309126.0,MWRO,2019,2019-09-01
Michigan,Oct 2018,652916.0,1217499.0,MWRO,2018,2018-10-01
Michigan,Nov 2018,646153.0,1204984.0,MWRO,2018,2018-11-01
Michigan,Dec 2018,642827.0,1198801.0,MWRO,2018,2018-12-01
Michigan,Jan 2019,1233970.0,2301979.0,MWRO,2019,2019-01-01
Michigan,Feb 2019,56328.0,107779.0,MWRO,2019,2019-02-01
Michigan,Mar 2019,633266.0,1182623.0,MWRO,2019,2019-03-01
Michigan,Apr 2019,628885.0,1175365.0,MWRO,2019,2019-04-01
Michigan,May 2019,624064.0,1167928.0,MWRO,2019,2019-05-01
Michigan,Jun 2019,620166.0,1162808.0,MWRO,2019,2019-06-01
Michigan,Jul 2019,617618.0,1160246.0,MWRO,2019,2019-07-01
Michigan,Aug 2019,614381.0,1155683.0,MWRO,2019,2019-08-01
Michigan,Sep 2019,609812.0,1147972.0,MWRO,2019,2019-09-01
Minnesota,Oct 2018,211897.0,422573.0,MWRO,2018,2018-10-01
Minnesota,Nov 2018,210009.0,418183.0,MWRO,2018,2018-11-01
Minnesota,Dec 2018,208354.0,413125.0,MWRO,2018,2018-12-01
Minnesota,Jan 2019,211448.0,418348.0,MWRO,2019,2019-01-01
Minnesota,Feb 2019,34852.0,78770.0,MWRO,2019,2019-02-01
Minnesota,Mar 2019,207210.0,406302.0,MWRO,2019,2019-03-01
Minnesota,Apr 2019,207153.0,405566.0,MWRO,2019,2019-04-01
Minnesota,May 2019,207303.0,405773.0,MWRO,2019,2019-05-01
Minnesota,Jun 2019,206345.0,403555.0,MWRO,2019,2019-06-01
Minnesota,Jul 2019,206968.0,404059.0,MWRO,2019,2019-07-01
Minnesota,Aug 2019,207053.0,404212.0,MWRO,2019,2019-08-01
Minnesota,Sep 2019,205610.0,400877.0,MWRO,2019,2019-09-01
Ohio,Oct 2018,695524.0,1400704.0,MWRO,2018,2018-10-01
Ohio,Nov 2018,677046.0,1358228.0,MWRO,2018,2018-11-01
Ohio,Dec 2018,697541.0,1406880.0,MWRO,2018,2018-12-01
Ohio,Jan 2019,693828.0,1401304.0,MWRO,2019,2019-01-01
Ohio,Feb 2019,28776.0,61255.0,MWRO,2019,2019-02-01
Ohio,Mar 2019,684163.0,1376068.0,MWRO,2019,2019-03-01
Ohio,Apr 2019,688024.0,1385222.0,MWRO,2019,2019-04-01
Ohio,May 2019,685221.0,1378556.0,MWRO,2019,2019-05-01
Ohio,Jun 2019,685377.0,1379247.0,MWRO,2019,2019-06-01
Ohio,Jul 2019,683135.0,1375056.0,MWRO,2019,2019-07-01
Ohio,Aug 2019,682571.0,1375316.0,MWRO,2019,2019-08-01
Ohio,Sep 2019,684844.0,1381245.0,MWRO,2019,2019-09-01
Wisconsin,Oct 2018,322619.0,634562.0,MWRO,2018,2018-10-01
Wisconsin,Nov 2018,320633.0,629450.0,MWRO,2018,2018-11-01
Wisconsin,Dec 2018,319229.0,625435.0,MWRO,2018,2018-12-01
Wisconsin,Jan 2019,320854.0,629141.0,MWRO,2019,2019-01-01
Wisconsin,Feb 2019,32385.0,71428.0,MWRO,2019,2019-02-01
Wisconsin,Mar 2019,313467.0,615344.0,MWRO,2019,2019-03-01
Wisconsin,Apr 2019,312579.0,613035.0,MWRO,2019,2019-04-01
Wisconsin,May 2019,311695.0,611038.0,MWRO,2019,2019-05-01
Wisconsin,Jun 2019,311811.0,610698.0,MWRO,2019,2019-06-01
Wisconsin,Jul 2019,311836.0,609826.0,MWRO,2019,2019-07-01
Wisconsin,Aug 2019,311915.0,610078.0,MWRO,2019,2019-08-01
Wisconsin,Sep 2019,311625.0,607844.0,MWRO,2019,2019-09-01
Arizona,Oct 2018,386130.0,834518.0,SWRO,2018,2018-10-01
Arizona,Nov 2018,381440.0,823176.0,SWRO,2018,2018-11-01
Arizona,Dec 2018,378525.0,813790.0,SWRO,2018,2018-12-01
Arizona,Jan 2019,381800.0,815689.0,SWRO,2019,2019-01-01
Arizona,Feb 2019,29081.0,62271.0,SWRO,2019,2019-02-01
Arizona,Mar 2019,367418.0,779723.0,SWRO,2019,2019-03-01
Arizona,Apr 2019,362808.0,769805.0,SWRO,2019,2019-04-01
Arizona,May 2019,363819.0,773157.0,SWRO,2019,2019-05-01
Arizona,Jun 2019,368339.0,783815.0,SWRO,2019,2019-06-01
Arizona,Jul 2019,371735.0,790722.0,SWRO,2019,2019-07-01
Arizona,Aug 2019,374946.0,797795.0,SWRO,2019,2019-08-01
Arizona,Sep 2019,375236.0,798130.0,SWRO,2019,2019-09-01
Arkansas,Oct 2018,161515.0,363186.0,SWRO,2018,2018-10-01
Arkansas,Nov 2018,162693.0,365559.0,SWRO,2018,2018-11-01
Arkansas,Dec 2018,161926.0,363631.0,SWRO,2018,2018-12-01
Arkansas,Jan 2019,161030.0,360533.0,SWRO,2019,2019-01-01
Arkansas,Feb 2019,162097.0,363301.0,SWRO,2019,2019-02-01
Arkansas,Mar 2019,160976.0,358305.0,SWRO,2019,2019-03-01
Arkansas,Apr 2019,156621.0,347080.0,SWRO,2019,2019-04-01
Arkansas,May 2019,155508.0,344512.0,SWRO,2019,2019-05-01
Arkansas,Jun 2019,155869.0,345284.0,SWRO,2019,2019-06-01
Arkansas,Jul 2019,156744.0,346819.0,SWRO,2019,2019-07-01
Arkansas,Aug 2019,157688.0,349592.0,SWRO,2019,2019-08-01
Arkansas,Sep 2019,158103.0,351199.0,SWRO,2019,2019-09-01
Louisiana,Oct 2018,391248.0,838611.0,SWRO,2018,2018-10-01
Louisiana,Nov 2018,389175.0,835613.0,SWRO,2018,2018-11-01
Louisiana,Dec 2018,386735.0,829177.0,SWRO,2018,2018-12-01
Louisiana,Jan 2019,378562.0,811065.0,SWRO,2019,2019-01-01
Louisiana,Feb 2019,42546.0,95008.0,SWRO,2019,2019-02-01
