state,month,households,persons,region,year
Alaska,Mar 2022,44352,96026,WRO,2022
Alaska,Apr 2022,44693,96660,WRO,2022
Alaska,May 2022,45011,97256,WRO,2022
Alaska,Jun 2022,45392,97901,WRO,2022
Alaska,Jul 2022,45413,97915,WRO,2022
Alaska,Aug 2022,39673,82986,WRO,2022
Alaska,Sep 2022,35124,69824,WRO,2022
California,Oct 2021,2498868,4488318,WRO,2022
California,Nov 2021,2521033,4528129,WRO,2022
California,Dec 2021,2534905,4465861,WRO,2022
California,Jan 2022,2532377,4470515,WRO,2022
California,Feb 2022,2546125,4489949,WRO,2022
California,Mar 2022,2592917,4572651,WRO,2022
California,Apr 2022,2612764,4612800,WRO,2022
California,May 2022,2649214,4669304,WRO,2022
California,Jun 2022,2684296,4741370,WRO,2022
California,Jul 2022,2775042,4896195,WRO,2022
California,Aug 2022,2579564,4553236,WRO,2022
California,Sep 2022,2865660,5044603,WRO,2022
Hawaii,Oct 2021,105712,182632,WRO,2022
Hawaii,Nov 2021,101074,171219,WRO,2022
Hawaii,Dec 2021,96565,166139,WRO,2022
Hawaii,Jan 2022,93252,170598,WRO,2022
Hawaii,Feb 2022,95190,171271,WRO,2022
Hawaii,Mar 2022,96178,173054,WRO,2022
Hawaii,Apr 2022,96234,171976,WRO,2022
Hawaii,May 2022,96055,171182,WRO,2022
Hawaii,Jun 2022,95437,170452,WRO,2022
Hawaii,Jul 2022,94928,159234,WRO,2022
Hawaii,Aug 2022,89558,160804,WRO,2022
Hawaii,Sep 2022,89662,159601,WRO,2022
Idaho,Oct 2021,61139,126123,WRO,2022
Idaho,Nov 2021,61023,125222,WRO,2022
Idaho,Dec 2021,61594,126031,WRO,2022
Idaho,Jan 2022,60837,124631,WRO,2022
Idaho,Feb 2022,60687,124252,WRO,2022
Idaho,Mar 2022,61094,124668,WRO,2022
Idaho,Apr 2022,61048,123759,WRO,2022
Idaho,May 2022,60744,122853,WRO,2022
Idaho,Jun 2022,60981,123554,WRO,2022
Idaho,Jul 2022,60902,123089,WRO,2022
Idaho,Aug 2022,60805,122810,WRO,2022
Idaho,Sep 2022,60541,121941,WRO,2022
Nevada,Oct 2021,232510,445002,WRO,2022
Nevada,Nov 2021,231446,439595,WRO,2022
Nevada,Dec 2021,230821,436116,WRO,2022
Nevada,Jan 2022,232533,439091,WRO,2022
Nevada,Feb 2022,236544,448298,WRO,2022
Nevada,Mar 2022,238611,452466,WRO,2022
Nevada,Apr 2022,240567,457087,WRO,2022
Nevada,May 2022,242928,461638,WRO,2022
Nevada,Jun 2022,247149,469249,WRO,2022
Nevada,Jul 2022,246305,467604,WRO,2022
Nevada,Aug 2022,249831,474358,WRO,2022
Nevada,Sep 2022,249055,472270,WRO,2022
Oregon,Oct 2021,382886,658538,WRO,2022
Oregon,Nov 2021,377975,644999,WRO,2022
Oregon,Dec 2021,380708,652384,WRO,2022
Oregon,Jan 2022,407073,704121,WRO,2022
Oregon,Feb 2022,417368,723818,WRO,2022
Oregon,Mar 2022,428094,741936,WRO,2022
Oregon,Apr 2022,432492,749776,WRO,2022
Oregon,May 2022,437256,756301,WRO,2022
Oregon,Jun 2022,439716,762374,WRO,2022
Oregon,Jul 2022,433175,752959,WRO,2022
Oregon,Aug 2022,427657,743363,WRO,2022
Oregon,Sep 2022,421016,732387,WRO,2022
Washington,Oct 2021,498041,858744,WRO,2022
Washington,Nov 2021,487745,841721,WRO,2022
Washington,Dec 2021,486974,841737,WRO,2022
Washington,Jan 2022,486778,848620,WRO,2022
Washington,Feb 2022,492140,856261,WRO,2022
Washington,Mar 2022,500593,867300,WRO,2022
Washington,Apr 2022,510203,882317,WRO,2022
Washington,May 2022,513480,887043,WRO,2022
Washington,Jun 2022,518919,896586,WRO,2022
Washington,Jul 2022,525101,907111,WRO,2022
Washington,Aug 2022,524359,906150,WRO,2022
Washington,Sep 2022,520322,900922,WRO,2022
