state,month,households,persons,region,year
New Jersey,Aug 2022,408921,789866,MARO,2022
New Jersey,Sep 2022,399585,771705,MARO,2022
Pennsylvania,Oct 2021,976754,1813453,MARO,2022
Pennsylvania,Nov 2021,989208,1839082,MARO,2022
Pennsylvania,Dec 2021,996283,1852459,MARO,2022
Pennsylvania,Jan 2022,994462,1847074,MARO,2022
Pennsylvania,Feb 2022,997727,1856520,MARO,2022
Pennsylvania,Mar 2022,987280,1859781,MARO,2022
Pennsylvania,Apr 2022,987688,1861373,MARO,2022
Pennsylvania,May 2022,979382,1842970,MARO,2022
Pennsylvania,Jun 2022,975193,1831448,MARO,2022
Pennsylvania,Jul 2022,977638,1836107,MARO,2022
Pennsylvania,Aug 2022,979547,1836059,MARO,2022
Pennsylvania,Sep 2022,1009429,1871300,MARO,2022
Virginia,Oct 2021,400291,790650,MARO,2022
Virginia,Nov 2021,379946,748963,MARO,2022
Virginia,Dec 2021,380152,750461,MARO,2022
Virginia,Jan 2022,388229,769620,MARO,2022
Virginia,Feb 2022,392628,778753,MARO,2022
Virginia,Mar 2022,401705,795490,MARO,2022
Virginia,Apr 2022,408343,807333,MARO,2022
Virginia,May 2022,411556,812586,MARO,2022
Virginia,Jun 2022,412645,813950,MARO,2022
Virginia,Jul 2022,414014,816061,MARO,2022
Virginia,Aug 2022,419819,825660,MARO,2022
Virginia,Sep 2022,422224,826226,MARO,2022
West Virginia,Oct 2021,161439,299037,MARO,2022
West Virginia,Nov 2021,164297,305209,MARO,2022
West Virginia,Dec 2021,163276,303347,MARO,2022
West Virginia,Jan 2022,163981,304430,MARO,2022
West Virginia,Feb 2022,164063,304659,MARO,2022
West Virginia,Mar 2022,167583,313719,MARO,2022
West Virginia,Apr 2022,167390,312813,MARO,2022
West Virginia,May 2022,166208,308015,MARO,2022
West Virginia,Jun 2022,169457,317164,MARO,2022
West Virginia,Jul 2022,168066,314653,MARO,2022
West Virginia,Aug 2022,172727,323586,MARO,2022
West Virginia,Sep 2022,173722,323913,MARO,2022
Alabama,Oct 2021,375645,763817,SERO,2022
Alabama,Nov 2021,377135,764815,SERO,2022
Alabama,Dec 2021,377152,763238,SERO,2022
Alabama,Jan 2022,372668,753604,SERO,2022
Alabama,Feb 2022,372345,750939,SERO,2022
Alabama,Mar 2022,373834,752652,SERO,2022
Alabama,Apr 2022,373715,752203,SERO,2022
Alabama,May 2022,375848,756709,SERO,2022
Alabama,Jun 2022,378095,761205,SERO,2022
Alabama,Jul 2022,380352,765005,SERO,2022
Alabama,Aug 2022,385734,774318,SERO,2022
Alabama,Sep 2022,387394,774378,SERO,2022
Florida,Oct 2021,1698590,3043731,SERO,2022
Florida,Nov 2021,1654975,2974930,SERO,2022
Florida,Dec 2021,1615768,2903034,SERO,2022
Florida,Jan 2022,1555494,2791040,SERO,2022
Florida,Feb 2022,1535576,2760132,SERO,2022
Florida,Mar 2022,1542040,2781226,SERO,2022
Florida,Apr 2022,1540964,2786261,SERO,2022
Florida,May 2022,1549749,2797922,SERO,2022
Florida,Jun 2022,1570456,2835905,SERO,2022
Florida,Jul 2022,1575908,2841401,SERO,2022
Florida,Aug 2022,1572754,2834015,SERO,2022
Florida,Sep 2022,1565863,2815431,SERO,2022
Georgia,Oct 2021,769296,1588342,SERO,2022
Georgia,Nov 2021,776747,1603834,SERO,2022
Georgia,Dec 2021,789475,1624871,SERO,2022
Georgia,Jan 2022,785878,1604288,SERO,2022
Georgia,Feb 2022,794598,1615215,SERO,2022
Georgia,Mar 2022,799486,1619056,SERO,2022
Georgia,Apr 2022,796583,1607936,SERO,2022
Georgia,May 2022,791752,1593122,SERO,2022
Georgia,Jun 2022,788707,1588857,SERO,2022
Georgia,Jul 2022,811727,1636607,SERO,2022
Georgia,Aug 2022,800347,1619121,SERO,2022
Georgia,Sep 2022,789204,1597184,SERO,2022
Kentucky,Oct 2021,241883,519712,SERO,2022
Kentucky,Nov 2021,244254,528388,SERO,2022
Kentucky,Dec 2021,246289,533908,SERO,2022
Kentucky,Jan 2022,244396,531692,SERO,2022
Kentucky,Feb 2022,256330,543989,SERO,2022
Kentucky,Mar 2022,250789,543483,SERO,2022
Kentucky,Apr 2022,253593,548412,SERO,2022
Kentucky,May 2022,251060,543444,SERO,2022
Kentucky,Jun 2022,252129,547582,SERO,2022
Kentucky,Jul 2022,251565,547431,SERO,2022
Kentucky,Aug 2022,256062,559402,SERO,2022
Kentucky,Sep 2022,253154,552037,SERO,2022
Mississippi,Oct 2021,216184,434322,SERO,2022
Mississippi,Nov 2021,215285,429900,SERO,2022
Mississippi,Dec 2021,213554,424484,SERO,2022
Mississippi,Jan 2022,207736,412985,SERO,2022
Mississippi,Feb 2022,205558,407164,SERO,2022
Mississippi,Mar 2022,205225,405813,SERO,2022
Mississippi,Apr 2022,203640,403184,SERO,2022
Mississippi,May 2022,203878,404443,SERO,2022
Mississippi,Jun 2022,206040,409158,SERO,2022
Mississippi,Jul 2022,206609,410439,SERO,2022
Mississippi,Aug 2022,206988,410858,SERO,2022
Mississippi,Sep 2022,206863,411059,SERO,2022
North Carolina,Oct 2021,864775,1680600,SERO,2022
North Carolina,Nov 2021,858201,1700709,SERO,2022
North Carolina,Dec 2021,869457,1720044,SERO,2022
North Carolina,Jan 2022,876491,1732124,SERO,2022
North Carolina,Feb 2022,845518,1666555,SERO,2022
North Carolina,Mar 2022,817152,1609101,SERO,2022
North Carolina,Apr 2022,795599,1567026,SERO,2022
North Carolina,May 2022,782697,1540942,SERO,2022
North Carolina,Jun 2022,761877,1502118,SERO,2022
North Carolina,Jul 2022,742554,1463355,SERO,2022
North Carolina,Aug 2022,751775,1486498,SERO,2022
North Carolina,Sep 2022,771774,1530082,SERO,2022
South Carolina,Oct 2021,303742,617939,SERO,2022
South Carolina,Nov 2021,304907,619266,SERO,2022
South Carolina,Dec 2021,302988,614987,SERO,2022
South Carolina,Jan 2022,297891,606722,SERO,2022
South Carolina,Feb 2022,300173,610974,SERO,2022
South Carolina,Mar 2022,304226,619070,SERO,2022
South Carolina,Apr 2022,305079,620434,SERO,2022
South Carolina,May 2022,305499,621431,SERO,2022
South Carolina,Jun 2022,309095,628799,SERO,2022
South Carolina,Jul 2022,306576,624133,SERO,2022
South Carolina,Aug 2022,306662,624314,SERO,2022
South Carolina,Sep 2022,304632,619666,SERO,2022
Tennessee,Oct 2021,423993,831631,SERO,2022
Tennessee,Nov 2021,422229,830547,SERO,2022
Tennessee,Dec 2021,429677,847018,SERO,2022
Tennessee,Jan 2022,424412,838823,SERO,2022
Tennessee,Feb 2022,423401,837855,SERO,2022
Tennessee,Mar 2022,426380,843906,SERO,2022
Tennessee,Apr 2022,418627,828213,SERO,2022
Tennessee,May 2022,414998,820910,SERO,2022
Tennessee,Jun 2022,419168,831118,SERO,2022
Tennessee,Jul 2022,405674,800670,SERO,2022
Tennessee,Aug 2022,398078,786502,SERO,2022
Tennessee,Sep 2022,406753,806886,SERO,2022
Illinois,Oct 2021,1021433,1883995,MWRO,2022
Illinois,Nov 2021,1036697,1918174,MWRO,2022
Illinois,Dec 2021,1051967,1949042,MWRO,2022
Illinois,Jan 2022,1059449,1965546,MWRO,2022
Illinois,Feb 2022,1071564,1988757,MWRO,2022
Illinois,Mar 2022,1083730,2010324,MWRO,2022
Illinois,Apr 2022,1079976,2003747,MWRO,2022
Illinois,May 2022,1080026,2003952,MWRO,2022
Illinois,Jun 2022,1083945,2010682,MWRO,2022
Illinois,Jul 2022,1085550,2012328,MWRO,2022
Illinois,Aug 2022,1087878,2015218,MWRO,2022
Illinois,Sep 2022,1090161,2018799,MWRO,2022
Indiana,Oct 2021,292969,624284,MWRO,2022
Indiana,Nov 2021,292710,624002,MWRO,2022
Indiana,Dec 2021,287824,614553,MWRO,2022
Indiana,Jan 2022,284837,608495,MWRO,2022
Indiana,Feb 2022,289456,618584,MWRO,2022
Indiana,Mar 2022,292997,625513,MWRO,2022
Indiana,Apr 2022,293347,625128,MWRO,2022
Indiana,May 2022,292094,621490,MWRO,2022
Indiana,Jun 2022,289890,617191,MWRO,2022
Indiana,Jul 2022,289548,615289,MWRO,2022
Indiana,Aug 2022,290172,614575,MWRO,2022
Indiana,Sep 2022,284992,602455,MWRO,2022
Iowa,Oct 2021,138892,279123,MWRO,2022
Iowa,Nov 2021,139047,279950,MWRO,2022
Iowa,Dec 2021,140329,282742,MWRO,2022
Iowa,Jan 2022,139458,282565,MWRO,2022
Iowa,Feb 2022,140020,283815,MWRO,2022
Iowa,Mar 2022,140403,284803,MWRO,2022
Iowa,Apr 2022,139067,281951,MWRO,2022
Iowa,May 2022,137782,278713,MWRO,2022
Iowa,Jun 2022,137242,276964,MWRO,2022
Iowa,Jul 2022,136037,273844,MWRO,2022
Iowa,Aug 2022,135312,272128,MWRO,2022
Iowa,Sep 2022,134270,269323,MWRO,2022
Michigan,Oct 2021,720095,1332844,MWRO,2022
Michigan,Nov 2021,708692,1329643,MWRO,2022
Michigan,Dec 2021,709182,1329628,MWRO,2022
Michigan,Jan 2022,711124,1335123,MWRO,2022
Michigan,Feb 2022,712516,1345633,MWRO,2022
Michigan,Mar 2022,721705,1360482,MWRO,2022
Michigan,Apr 2022,715768,1348861,MWRO,2022
Michigan,May 2022,717095,1350305,MWRO,2022
Michigan,Jun 2022,718328,1353650,MWRO,2022
Michigan,Jul 2022,741237,1387346,MWRO,2022
Michigan,Aug 2022,733005,1376870,MWRO,2022
Michigan,Sep 2022,728887,1365336,MWRO,2022
Minnesota,Oct 2021,221740,433511,MWRO,2022
Minnesota,Nov 2021,220203,430741,MWRO,2022
Minnesota,Dec 2021,217425,423724,MWRO,2022
Minnesota,Jan 2022,220039,428739,MWRO,2022
Minnesota,Feb 2022,221267,432607,MWRO,2022
Minnesota,Mar 2022,224840,438521,MWRO,2022
Minnesota,Apr 2022,224454,436853,MWRO,2022
Minnesota,May 2022,225220,437306,MWRO,2022
Minnesota,Jun 2022,226477,439503,MWRO,2022
Minnesota,Jul 2022,226970,440315,MWRO,2022
Minnesota,Aug 2022,228592,442403,MWRO,2022
Minnesota,Sep 2022,230194,446696,MWRO,2022
Ohio,Oct 2021,758313,1495296,MWRO,2022
Ohio,Nov 2021,755349,1487222,MWRO,2022
Ohio,Dec 2021,756628,1491183,MWRO,2022
Ohio,Jan 2022,753183,1485417,MWRO,2022
Ohio,Feb 2022,754046,1489166,MWRO,2022
Ohio,Mar 2022,757921,1497948,MWRO,2022
Ohio,Apr 2022,757096,1498058,MWRO,2022
Ohio,May 2022,757023,1499146,MWRO,2022
Ohio,Jun 2022,758843,1502137,MWRO,2022
Ohio,Jul 2022,755736,1492044,MWRO,2022
Ohio,Aug 2022,756018,1487242,MWRO,2022
Ohio,Sep 2022,749878,1470665,MWRO,2022
Wisconsin,Oct 2021,400201,753320,MWRO,2022
Wisconsin,Nov 2021,390748,736763,MWRO,2022
Wisconsin,Dec 2021,385558,729235,MWRO,2022
Wisconsin,Jan 2022,374893,710787,MWRO,2022
Wisconsin,Feb 2022,374606,714211,MWRO,2022
Wisconsin,Mar 2022,366621,696998,MWRO,2022
Wisconsin,Apr 2022,366125,698385,MWRO,2022
Wisconsin,May 2022,362592,691724,MWRO,2022
Wisconsin,Jun 2022,361779,691309,MWRO,2022
Wisconsin,Jul 2022,360953,688670,MWRO,2022
Wisconsin,Aug 2022,364917,695036,MWRO,2022
Wisconsin,Sep 2022,364640,692414,MWRO,2022
Arizona,Oct 2021,374672,786744,SWRO,2022
Arizona,Nov 2021,366634,770978,SWRO,2022
Arizona,Dec 2021,369031,781094,SWRO,2022
Arizona,Jan 2022,367350,781330,SWRO,2022
Arizona,Feb 2022,375600,799080,SWRO,2022
Arizona,Mar 2022,383770,816207,SWRO,2022
Arizona,Apr 2022,391329,831414,SWRO,2022
Arizona,May 2022,395521,840737,SWRO,2022
Arizona,Jun 2022,394619,839147,SWRO,2022
Arizona,Jul 2022,409278,865244,SWRO,2022
Arizona,Aug 2022,418792,884668,SWRO,2022
Arizona,Sep 2022,432809,911352,SWRO,2022
Arkansas,Oct 2021,159688,324286,SWRO,2022
Arkansas,Nov 2021,158070,319455,SWRO,2022
Arkansas,Dec 2021,156123,314293,SWRO,2022
Arkansas,Jan 2022,154008,309537,SWRO,2022
Arkansas,Feb 2022,151359,304315,SWRO,2022
Arkansas,Mar 2022,152749,306489,SWRO,2022
Arkansas,Apr 2022,151112,302313,SWRO,2022
Arkansas,May 2022,144895,289324,SWRO,2022
Arkansas,Jun 2022,95897,190976,SWRO,2022
Arkansas,Jul 2022,116691,235309,SWRO,2022
Arkansas,Aug 2022,118207,238828,SWRO,2022
Arkansas,Sep 2022,114996,229553,SWRO,2022
Louisiana,Oct 2021,442430,906353,SWRO,2022
Louisiana,Nov 2021,419179,861821,SWRO,2022
Louisiana,Dec 2021,428896,880904,SWRO,2022
Louisiana,Jan 2022,414484,847396,SWRO,2022
Louisiana,Feb 2022,400772,818504,SWRO,2022
Louisiana,Mar 2022,379561,774366,SWRO,2022
Louisiana,Apr 2022,377682,774444,SWRO,2022
Louisiana,May 2022,377282,775559,SWRO,2022
Louisiana,Jun 2022,383883,791429,SWRO,2022
Louisiana,Jul 2022,387541,798669,SWRO,2022
Louisiana,Aug 2022,390042,801103,SWRO,2022
Louisiana,Sep 2022,408869,841236,SWRO,2022
New Mexico,Oct 2021,282991,550663,SWRO,2022
New Mexico,Nov 2021,286220,555852,SWRO,2022
New Mexico,Dec 2021,289004,560820,SWRO,2022
New Mexico,Jan 2022,291525,565621,SWRO,2022
New Mexico,Feb 2022,280015,541122,SWRO,2022
New Mexico,Mar 2022,271538,525010,SWRO,2022
New Mexico,Apr 2022,258404,499430,SWRO,2022
New Mexico,May 2022,240477,467651,SWRO,2022
New Mexico,Jun 2022,239963,469175,SWRO,2022
New Mexico,Jul 2022,247536,484096,SWRO,2022
New Mexico,Aug 2022,255537,498944,SWRO,2022
New Mexico,Sep 2022,260614,507206,SWRO,2022
Oklahoma,Oct 2021,320331,646610,SWRO,2022
Oklahoma,Nov 2021,365093,645331,SWRO,2022
Oklahoma,Dec 2021,247813,643114,SWRO,2022
Oklahoma,Jan 2022,296979,631861,SWRO,2022
Oklahoma,Feb 2022,300665,630738,SWRO,2022
Oklahoma,Mar 2022,301484,637221,SWRO,2022
Oklahoma,Apr 2022,305709,645387,SWRO,2022
Oklahoma,May 2022,309320,651644,SWRO,2022
Oklahoma,Jun 2022,314290,661560,SWRO,2022
Oklahoma,Jul 2022,316531,665608,SWRO,2022
Oklahoma,Aug 2022,329043,671825,SWRO,2022
Oklahoma,Sep 2022,327803,676777,SWRO,2022
Texas,Oct 2021,1502532,3382376,SWRO,2022
Texas,Nov 2021,1537382,3482631,SWRO,2022
Texas,Dec 2021,1555776,3532220,SWRO,2022
Texas,Jan 2022,1581059,3599788,SWRO,2022
Texas,Feb 2022,1537036,3493004,SWRO,2022
Texas,Mar 2022,1532754,3483575,SWRO,2022
Texas,Apr 2022,1527552,3472171,SWRO,2022
Texas,May 2022,1485192,3369419,SWRO,2022
Texas,Jun 2022,1436589,3253888,SWRO,2022
Texas,Jul 2022,1445079,3249595,SWRO,2022
Texas,Aug 2022,1532550,3453436,SWRO,2022
Texas,Sep 2022,1560850,3516606,SWRO,2022
Utah,Oct 2021,78135,157816,SWRO,2022
Utah,Nov 2021,73940,155719,SWRO,2022
Utah,Dec 2021,75930,157493,SWRO,2022
Utah,Jan 2022,63570,156330,SWRO,2022
Utah,Feb 2022,85146,158491,SWRO,2022
Utah,Mar 2022,74545,157443,SWRO,2022
Utah,Apr 2022,76262,155707,SWRO,2022
Utah,May 2022,74734,155168,SWRO,2022
Utah,Jun 2022,73389,155384,SWRO,2022
Utah,Jul 2022,76961,155495,SWRO,2022
Utah,Aug 2022,75286,155974,SWRO,2022
Utah,Sep 2022,74269,154467,SWRO,2022
Colorado,Oct 2021,262320,504963,MPRO,2022
Colorado,Nov 2021,265719,512732,MPRO,2022
Colorado,Dec 2021,279995,559785,MPRO,2022
Colorado,Jan 2022,267351,515705,MPRO,2022
Colorado,Feb 2022,269986,521159,MPRO,2022
Colorado,Mar 2022,275851,532046,MPRO,2022
Colorado,Apr 2022,284605,541308,MPRO,2022
Colorado,May 2022,279188,535919,MPRO,2022
Colorado,Jun 2022,282586,542173,MPRO,2022
Colorado,Jul 2022,283614,543840,MPRO,2022
Colorado,Aug 2022,301728,601114,MPRO,2022
Colorado,Sep 2022,289674,572893,MPRO,2022
Kansas,Oct 2021,96683,197195,MPRO,2022
Kansas,Nov 2021,96688,195535,MPRO,2022
Kansas,Dec 2021,96895,195616,MPRO,2022
Kansas,Jan 2022,97343,196788,MPRO,2022
Kansas,Feb 2022,96380,195478,MPRO,2022
Kansas,Mar 2022,96232,194897,MPRO,2022
Kansas,Apr 2022,96424,195234,MPRO,2022
Kansas,May 2022,96923,196273,MPRO,2022
Kansas,Jun 2022,97223,196976,MPRO,2022
Kansas,Jul 2022,96777,195864,MPRO,2022
Kansas,Aug 2022,97107,196273,MPRO,2022
Kansas,Sep 2022,95846,193457,MPRO,2022
Missouri,Oct 2021,329598,675781,MPRO,2022
Missouri,Nov 2021,324287,661436,MPRO,2022
Missouri,Dec 2021,322390,656356,MPRO,2022
Missouri,Jan 2022,314701,641804,MPRO,2022
Missouri,Feb 2022,313432,640799,MPRO,2022
Missouri,Mar 2022,324224,662058,MPRO,2022
Missouri,Apr 2022,316925,646945,MPRO,2022
Missouri,May 2022,316669,647541,MPRO,2022
Missouri,Jun 2022,322521,656973,MPRO,2022
Missouri,Jul 2022,325631,663821,MPRO,2022
Missouri,Aug 2022,328861,670652,MPRO,2022
Missouri,Sep 2022,329243,670276,MPRO,2022
Montana,Oct 2021,45860,89939,MPRO,2022
Montana,Nov 2021,45490,89775,MPRO,2022
Montana,Dec 2021,45302,89504,MPRO,2022
Montana,Jan 2022,45089,89269,MPRO,2022
Montana,Feb 2022,45053,89645,MPRO,2022
Montana,Mar 2022,45515,90370,MPRO,2022
Montana,Apr 2022,45466,89987,MPRO,2022
Montana,May 2022,45445,89727,MPRO,2022
Montana,Jun 2022,45431,89396,MPRO,2022
Montana,Jul 2022,44908,88115,MPRO,2022
Montana,Aug 2022,44662,87629,MPRO,2022
Montana,Sep 2022,44295,86648,MPRO,2022
Nebraska,Oct 2021,74402,156052,MPRO,2022
Nebraska,Nov 2021,74507,155811,MPRO,2022
Nebraska,Dec 2021,74711,156022,MPRO,2022
Nebraska,Jan 2022,74638,155777,MPRO,2022
Nebraska,Feb 2022,74228,154773,MPRO,2022
Nebraska,Mar 2022,75142,156210,MPRO,2022
Nebraska,Apr 2022,74970,155696,MPRO,2022
Nebraska,May 2022,74860,154490,MPRO,2022
Nebraska,Jun 2022,75001,154559,MPRO,2022
Nebraska,Jul 2022,75331,154836,MPRO,2022
Nebraska,Aug 2022,76189,156229,MPRO,2022
Nebraska,Sep 2022,76267,156140,MPRO,2022
North Dakota,Oct 2021,24129,48773,MPRO,2022
North Dakota,Nov 2021,24228,48777,MPRO,2022
North Dakota,Dec 2021,24205,48630,MPRO,2022
North Dakota,Jan 2022,23911,48017,MPRO,2022
North Dakota,Feb 2022,23560,47289,MPRO,2022
North Dakota,Mar 2022,23845,47766,MPRO,2022
North Dakota,Apr 2022,23691,47349,MPRO,2022
North Dakota,May 2022,23660,47923,MPRO,2022
North Dakota,Jun 2022,23813,47609,MPRO,2022
North Dakota,Jul 2022,23465,45585,MPRO,2022
North Dakota,Aug 2022,23344,45945,MPRO,2022
North Dakota,Sep 2022,23050,45336,MPRO,2022
South Dakota,Oct 2021,33879,71785,MPRO,2022
South Dakota,Nov 2021,33915,71482,MPRO,2022
South Dakota,Dec 2021,33688,70961,MPRO,2022
South Dakota,Jan 2022,33949,71522,MPRO,2022
South Dakota,Feb 2022,33866,71232,MPRO,2022
South Dakota,Mar 2022,33717,70901,MPRO,2022
South Dakota,Apr 2022,33500,70014,MPRO,2022
South Dakota,May 2022,33617,70483,MPRO,2022
South Dakota,Jun 2022,33805,71098,MPRO,2022
South Dakota,Jul 2022,33847,71057,MPRO,2022
South Dakota,Aug 2022,33912,71078,MPRO,2022
South Dakota,Sep 2022,33847,70534,MPRO,2022
Wyoming,Oct 2021,13852,30074,MPRO,2022
Wyoming,Nov 2021,14033,30370,MPRO,2022
Wyoming,Dec 2021,14066,30218,MPRO,2022
Wyoming,Jan 2022,14033,30370,MPRO,2022
Wyoming,Feb 2022,14245,30421,MPRO,2022
Wyoming,Mar 2022,14451,30714,MPRO,2022
Wyoming,Apr 2022,14692,31324,MPRO,2022
Wyoming,May 2022,14291,30412,MPRO,2022
Wyoming,Jun 2022,14233,30261,MPRO,2022
Wyoming,Jul 2022,14042,29745,MPRO,2022
Wyoming,Aug 2022,13718,28615,MPRO,2022
Wyoming,Sep 2022,14068,29607,MPRO,2022
Alaska,Oct 2021,42469,91362,WRO,2022
Alaska,Nov 2021,42846,92692,WRO,2022
Alaska,Dec 2021,42898,93209,WRO,2022
Alaska,Jan 2022,43481,94429,WRO,2022
Alaska,Feb 2022,43839,95170,WRO,2022
