state,month,households,persons,region,year
Delaware,Jan 2023,61546,124660,MARO,2023
Delaware,Feb 2023,61681,124837,MARO,2023
Delaware,Mar 2023,59090,118870,MARO,2023
Delaware,Apr 2023,58951,118381,MARO,2023
Delaware,May 2023,59762,120178,MARO,2023
Delaware,Jun 2023,60331,121500,MARO,2023
Delaware,Jul 2023,59297,119272,MARO,2023
Delaware,Aug 2023,60327,121269,MARO,2023
Delaware,Sep 2023,58627,117192,MARO,2023
District of Columbia,Oct 2022,84139,138398,MARO,2023
District of Columbia,Nov 2022,84877,138082,MARO,2023
District of Columbia,Dec 2022,84369,137451,MARO,2023
District of Columbia,Jan 2023,84633,138316,MARO,2023
District of Columbia,Feb 2023,83973,138167,MARO,2023
District of Columbia,Mar 2023,83512,138380,MARO,2023
District of Columbia,Apr 2023,82533,137058,MARO,2023
District of Columbia,May 2023,82628,137683,MARO,2023
District of Columbia,Jun 2023,82613,141238,MARO,2023
District of Columbia,Jul 2023,83514,139861,MARO,2023
District of Columbia,Aug 2023,83316,139485,MARO,2023
District of Columbia,Sep 2023,82955,138722,MARO,2023
Maryland,Oct 2022,353781,645467,MARO,2023
Maryland,Nov 2022,359393,656507,MARO,2023
Maryland,Dec 2022,361520,661172,MARO,2023
Maryland,Jan 2023,363431,664429,MARO,2023
Maryland,Feb 2023,371873,682021,MARO,2023
Maryland,Mar 2023,370704,678153,MARO,2023
Maryland,Apr 2023,367832,673642,MARO,2023
Maryland,May 2023,366047,670867,MARO,2023
Maryland,Jun 2023,365213,670333,MARO,2023
Maryland,Jul 2023,359957,661883,MARO,2023
Maryland,Aug 2023,365779,714404,MARO,2023
Maryland,Sep 2023,366217,674706,MARO,2023
New Jersey,Oct 2022,402284,778883,MARO,2023
New Jersey,Nov 2022,403648,782900,MARO,2023
New Jersey,Dec 2022,406929,790463,MARO,2023
New Jersey,Jan 2023,389052,756048,MARO,2023
New Jersey,Feb 2023,389355,757692,MARO,2023
New Jersey,Mar 2023,398140,775859,MARO,2023
New Jersey,Apr 2023,396304,769958,MARO,2023
New Jersey,May 2023,400906,777217,MARO,2023
New Jersey,Jun 2023,402651,779316,MARO,2023
New Jersey,Jul 2023,409973,792823,MARO,2023
New Jersey,Aug 2023,412980,798661,MARO,2023
New Jersey,Sep 2023,411310,792373,MARO,2023
Pennsylvania,Oct 2022,999785,1877858,MARO,2023
Pennsylvania,Nov 2022,1007310,1892551,MARO,2023
Pennsylvania,Dec 2022,1011476,1903246,MARO,2023
Pennsylvania,Jan 2023,1023811,1930162,MARO,2023
Pennsylvania,Feb 2023,1024322,1931211,MARO,2023
Pennsylvania,Mar 2023,1022512,1926120,MARO,2023
Pennsylvania,Apr 2023,1027204,1936758,MARO,2023
Pennsylvania,May 2023,1031944,1936773,MARO,2023
Pennsylvania,Jun 2023,1035552,1941434,MARO,2023
Pennsylvania,Jul 2023,1037777,1945480,MARO,2023
Pennsylvania,Aug 2023,1044539,1954742,MARO,2023
Pennsylvania,Sep 2023,1044530,1953399,MARO,2023
Virginia,Oct 2022,424669,828554,MARO,2023
Virginia,Nov 2022,427472,831064,MARO,2023
Virginia,Dec 2022,429195,832658,MARO,2023
Virginia,Jan 2023,435617,847608,MARO,2023
Virginia,Feb 2023,436838,849421,MARO,2023
Virginia,Mar 2023,441358,857843,MARO,2023
Virginia,Apr 2023,439798,852877,MARO,2023
Virginia,May 2023,440221,855287,MARO,2023
Virginia,Jun 2023,435555,846829,MARO,2023
Virginia,Jul 2023,429956,835168,MARO,2023
Virginia,Aug 2023,433136,842563,MARO,2023
Virginia,Sep 2023,429869,833956,MARO,2023
West Virginia,Oct 2022,173691,323477,MARO,2023
West Virginia,Nov 2022,173589,323468,MARO,2023
West Virginia,Dec 2022,173604,323410,MARO,2023
West Virginia,Jan 2023,175002,325508,MARO,2023
West Virginia,Feb 2023,175147,326010,MARO,2023
West Virginia,Mar 2023,164564,305175,MARO,2023
West Virginia,Apr 2023,163376,302467,MARO,2023
West Virginia,May 2023,162281,300706,MARO,2023
West Virginia,Jun 2023,158676,293550,MARO,2023
West Virginia,Jul 2023,156146,289426,MARO,2023
West Virginia,Aug 2023,156757,292143,MARO,2023
West Virginia,Sep 2023,148073,281568,MARO,2023
Alabama,Oct 2022,389607,775879,SERO,2023
Alabama,Nov 2022,392724,780872,SERO,2023
Alabama,Dec 2022,395441,785394,SERO,2023
Alabama,Jan 2023,392726,778885,SERO,2023
Alabama,Feb 2023,393131,778546,SERO,2023
Alabama,Mar 2023,394272,779187,SERO,2023
Alabama,Apr 2023,390798,772368,SERO,2023
Alabama,May 2023,390591,772813,SERO,2023
Alabama,Jun 2023,391627,775368,SERO,2023
Alabama,Jul 2023,389675,772361,SERO,2023
Alabama,Aug 2023,390384,774256,SERO,2023
Alabama,Sep 2023,388962,771820,SERO,2023
Florida,Oct 2022,1808188,3384172,SERO,2023
Florida,Nov 2022,1701164,3146796,SERO,2023
Florida,Dec 2022,1754497,3188427,SERO,2023
Florida,Jan 2023,1806409,3260543,SERO,2023
Florida,Feb 2023,1723236,3082072,SERO,2023
Florida,Mar 2023,1710668,3061883,SERO,2023
Florida,Apr 2023,1673618,2999548,SERO,2023
Florida,May 2023,1682373,3023426,SERO,2023
Florida,Jun 2023,1645859,2969247,SERO,2023
Florida,Jul 2023,1595894,2889222,SERO,2023
Florida,Aug 2023,1656336,3004649,SERO,2023
Florida,Sep 2023,1687945,3068944,SERO,2023
Georgia,Oct 2022,779930,1579073,SERO,2023
Georgia,Nov 2022,799704,1613871,SERO,2023
Georgia,Dec 2022,804716,1624379,SERO,2023
Georgia,Jan 2023,804567,1625801,SERO,2023
Georgia,Feb 2023,798603,1608998,SERO,2023
Georgia,Mar 2023,775536,1560668,SERO,2023
Georgia,Apr 2023,750630,1505624,SERO,2023
Georgia,May 2023,730943,1476749,SERO,2023
Georgia,Jun 2023,731546,1478634,SERO,2023
Georgia,Jul 2023,738282,1495948,SERO,2023
Georgia,Aug 2023,733035,1490167,SERO,2023
Georgia,Sep 2023,716871,1457557,SERO,2023
Kentucky,Oct 2022,252139,549001,SERO,2023
Kentucky,Nov 2022,253131,551185,SERO,2023
Kentucky,Dec 2022,254545,553493,SERO,2023
Kentucky,Jan 2023,254976,553710,SERO,2023
Kentucky,Feb 2023,256014,555591,SERO,2023
Kentucky,Mar 2023,258820,560255,SERO,2023
Kentucky,Apr 2023,260140,563830,SERO,2023
Kentucky,May 2023,256061,555992,SERO,2023
Kentucky,Jun 2023,254969,555176,SERO,2023
Kentucky,Jul 2023,251348,548010,SERO,2023
Kentucky,Aug 2023,249009,552404,SERO,2023
Kentucky,Sep 2023,252980,552006,SERO,2023
Mississippi,Oct 2022,207130,411035,SERO,2023
Mississippi,Nov 2022,205161,405674,SERO,2023
Mississippi,Dec 2022,203986,402892,SERO,2023
Mississippi,Jan 2023,199684,394066,SERO,2023
Mississippi,Feb 2023,198080,390045,SERO,2023
Mississippi,Mar 2023,198026,389941,SERO,2023
Mississippi,Apr 2023,205591,405981,SERO,2023
Mississippi,May 2023,197476,390471,SERO,2023
Mississippi,Jun 2023,201107,397753,SERO,2023
Mississippi,Jul 2023,202146,399195,SERO,2023
Mississippi,Aug 2023,203055,400938,SERO,2023
Mississippi,Sep 2023,203367,402245,SERO,2023
North Carolina,Oct 2022,861393,1574428,SERO,2023
North Carolina,Nov 2022,807449,1602051,SERO,2023
North Carolina,Dec 2022,820258,1627594,SERO,2023
North Carolina,Jan 2023,830182,1645838,SERO,2023
North Carolina,Feb 2023,835987,1655190,SERO,2023
North Carolina,Mar 2023,825189,1629534,SERO,2023
North Carolina,Apr 2023,815928,1606929,SERO,2023
North Carolina,May 2023,817920,1608992,SERO,2023
North Carolina,Jun 2023,809315,1590833,SERO,2023
North Carolina,Jul 2023,791508,1554490,SERO,2023
North Carolina,Aug 2023,772737,1527557,SERO,2023
North Carolina,Sep 2023,762168,1507866,SERO,2023
South Carolina,Oct 2022,303784,617348,SERO,2023
South Carolina,Nov 2022,302145,612285,SERO,2023
South Carolina,Dec 2022,297926,602863,SERO,2023
South Carolina,Jan 2023,294997,599279,SERO,2023
South Carolina,Feb 2023,297343,602234,SERO,2023
South Carolina,Mar 2023,307281,623418,SERO,2023
South Carolina,Apr 2023,308873,629078,SERO,2023
South Carolina,May 2023,312865,638649,SERO,2023
South Carolina,Jun 2023,311114,636040,SERO,2023
South Carolina,Jul 2023,306624,628794,SERO,2023
South Carolina,Aug 2023,306343,630176,SERO,2023
South Carolina,Sep 2023,298469,613596,SERO,2023
Tennessee,Oct 2022,402051,793906,SERO,2023
Tennessee,Nov 2022,412768,814533,SERO,2023
Tennessee,Dec 2022,411579,809733,SERO,2023
Tennessee,Jan 2023,409090,804345,SERO,2023
Tennessee,Feb 2023,416325,817174,SERO,2023
Tennessee,Mar 2023,409916,805053,SERO,2023
Tennessee,Apr 2023,395203,773111,SERO,2023
Tennessee,May 2023,399441,779035,SERO,2023
Tennessee,Jun 2023,386494,751375,SERO,2023
Tennessee,Jul 2023,338858,654939,SERO,2023
Tennessee,Aug 2023,367273,713783,SERO,2023
Tennessee,Sep 2023,358791,697134,SERO,2023
Illinois,Oct 2022,1099038,2032657,MWRO,2023
Illinois,Nov 2022,1102098,2036869,MWRO,2023
Illinois,Dec 2022,1111313,2052818,MWRO,2023
Illinois,Jan 2023,1105650,2047036,MWRO,2023
Illinois,Feb 2023,1112074,2058951,MWRO,2023
Illinois,Mar 2023,1107826,2048872,MWRO,2023
Illinois,Apr 2023,1077067,1990566,MWRO,2023
Illinois,May 2023,1089246,2012448,MWRO,2023
Illinois,Jun 2023,1087031,2006611,MWRO,2023
Illinois,Jul 2023,1096090,2019104,MWRO,2023
Illinois,Aug 2023,1115021,2109069,MWRO,2023
Illinois,Sep 2023,1069780,1961613,MWRO,2023
Indiana,Oct 2022,283891,599932,MWRO,2023
Indiana,Nov 2022,282679,597005,MWRO,2023
Indiana,Dec 2022,284407,600644,MWRO,2023
Indiana,Jan 2023,280821,594401,MWRO,2023
Indiana,Feb 2023,280918,594891,MWRO,2023
Indiana,Mar 2023,284706,601442,MWRO,2023
Indiana,Apr 2023,281556,593550,MWRO,2023
Indiana,May 2023,282324,593995,MWRO,2023
Indiana,Jun 2023,285018,598996,MWRO,2023
Indiana,Jul 2023,285100,599055,MWRO,2023
Indiana,Aug 2023,288578,605560,MWRO,2023
Indiana,Sep 2023,288751,605487,MWRO,2023
Iowa,Oct 2022,133626,267682,MWRO,2023
Iowa,Nov 2022,132926,265512,MWRO,2023
Iowa,Dec 2022,133096,265239,MWRO,2023
Iowa,Jan 2023,131373,262182,MWRO,2023
Iowa,Feb 2023,130859,262046,MWRO,2023
Iowa,Mar 2023,131422,263725,MWRO,2023
Iowa,Apr 2023,130786,262186,MWRO,2023
Iowa,May 2023,130561,262228,MWRO,2023
Iowa,Jun 2023,130934,262826,MWRO,2023
Iowa,Jul 2023,129410,259071,MWRO,2023
Iowa,Aug 2023,129790,260029,MWRO,2023
Iowa,Sep 2023,128841,258629,MWRO,2023
Michigan,Oct 2022,753970,1406035,MWRO,2023
Michigan,Nov 2022,741225,1394717,MWRO,2023
Michigan,Dec 2022,749757,1410956,MWRO,2023
Michigan,Jan 2023,757323,1421161,MWRO,2023
Michigan,Feb 2023,758667,1430665,MWRO,2023
Michigan,Mar 2023,761879,1433399,MWRO,2023
Michigan,Apr 2023,756965,1425331,MWRO,2023
Michigan,May 2023,763299,1437588,MWRO,2023
Michigan,Jun 2023,762709,1435014,MWRO,2023
Michigan,Jul 2023,781796,1461238,MWRO,2023
Michigan,Aug 2023,776761,1462132,MWRO,2023
Michigan,Sep 2023,769130,1443849,MWRO,2023
Minnesota,Oct 2022,233021,454504,MWRO,2023
Minnesota,Nov 2022,234376,458765,MWRO,2023
Minnesota,Dec 2022,235647,461854,MWRO,2023
Minnesota,Jan 2023,238453,468346,MWRO,2023
Minnesota,Feb 2023,239096,470288,MWRO,2023
Minnesota,Mar 2023,241052,474423,MWRO,2023
Minnesota,Apr 2023,231901,454524,MWRO,2023
Minnesota,May 2023,234608,459439,MWRO,2023
Minnesota,Jun 2023,234645,458363,MWRO,2023
Minnesota,Jul 2023,234501,457212,MWRO,2023
Minnesota,Aug 2023,234920,457064,MWRO,2023
Minnesota,Sep 2023,232663,452035,MWRO,2023
Ohio,Oct 2022,744610,1457869,MWRO,2023
Ohio,Nov 2022,741009,1448138,MWRO,2023
Ohio,Dec 2022,741171,1447559,MWRO,2023
Ohio,Jan 2023,734871,1433340,MWRO,2023
Ohio,Feb 2023,722341,1401411,MWRO,2023
Ohio,Mar 2023,741584,1443897,MWRO,2023
Ohio,Apr 2023,724626,1403704,MWRO,2023
Ohio,May 2023,722260,1397579,MWRO,2023
Ohio,Jun 2023,725598,1404114,MWRO,2023
Ohio,Jul 2023,721796,1393545,MWRO,2023
Ohio,Aug 2023,721467,1392503,MWRO,2023
Ohio,Sep 2023,721159,1392400,MWRO,2023
Wisconsin,Oct 2022,367752,700338,MWRO,2023
Wisconsin,Nov 2022,369097,704134,MWRO,2023
Wisconsin,Dec 2022,371823,709795,MWRO,2023
Wisconsin,Jan 2023,373439,714174,MWRO,2023
Wisconsin,Feb 2023,372074,712491,MWRO,2023
Wisconsin,Mar 2023,372555,711609,MWRO,2023
Wisconsin,Apr 2023,369824,706591,MWRO,2023
Wisconsin,May 2023,370110,706545,MWRO,2023
Wisconsin,Jun 2023,369339,704941,MWRO,2023
Wisconsin,Jul 2023,368616,703798,MWRO,2023
Wisconsin,Aug 2023,370119,706433,MWRO,2023
Wisconsin,Sep 2023,370336,707007,MWRO,2023
Arizona,Oct 2022,418325,875535,SWRO,2023
Arizona,Nov 2022,419108,875379,SWRO,2023
Arizona,Dec 2022,424456,883932,SWRO,2023
Arizona,Jan 2023,422877,878185,SWRO,2023
Arizona,Feb 2023,419945,870934,SWRO,2023
Arizona,Mar 2023,427544,884594,SWRO,2023
Arizona,Apr 2023,429760,887565,SWRO,2023
Arizona,May 2023,437155,900643,SWRO,2023
Arizona,Jun 2023,444993,915684,SWRO,2023
Arizona,Jul 2023,449978,925681,SWRO,2023
Arizona,Aug 2023,455642,936481,SWRO,2023
Arizona,Sep 2023,457284,941580,SWRO,2023
Arkansas,Oct 2022,117705,233193,SWRO,2023
Arkansas,Nov 2022,131504,265149,SWRO,2023
Arkansas,Dec 2022,135729,264025,SWRO,2023
Arkansas,Jan 2023,114653,227575,SWRO,2023
Arkansas,Feb 2023,131783,255317,SWRO,2023
Arkansas,Mar 2023,129105,247698,SWRO,2023
Arkansas,Apr 2023,126424,241012,SWRO,2023
Arkansas,May 2023,130559,276432,SWRO,2023
Arkansas,Jun 2023,127263,268981,SWRO,2023
Arkansas,Jul 2023,125171,237206,SWRO,2023
Arkansas,Aug 2023,125560,238614,SWRO,2023
Arkansas,Sep 2023,126966,241303,SWRO,2023
Louisiana,Oct 2022,425898,872683,SWRO,2023
Louisiana,Nov 2022,438954,896844,SWRO,2023
Louisiana,Dec 2022,450843,917815,SWRO,2023
Louisiana,Jan 2023,459905,932439,SWRO,2023
Louisiana,Feb 2023,468160,948368,SWRO,2023
Louisiana,Mar 2023,458012,926160,SWRO,2023
Louisiana,Apr 2023,447581,907254,SWRO,2023
Louisiana,May 2023,440152,891540,SWRO,2023
Louisiana,Jun 2023,440436,892048,SWRO,2023
Louisiana,Jul 2023,428870,866107,SWRO,2023
Louisiana,Aug 2023,423135,854595,SWRO,2023
Louisiana,Sep 2023,421678,852755,SWRO,2023
New Mexico,Oct 2022,263806,513128,SWRO,2023
New Mexico,Nov 2022,264042,512984,SWRO,2023
New Mexico,Dec 2022,265432,513478,SWRO,2023
New Mexico,Jan 2023,256259,497556,SWRO,2023
New Mexico,Feb 2023,248962,481110,SWRO,2023
New Mexico,Mar 2023,243691,468474,SWRO,2023
New Mexico,Apr 2023,249378,480538,SWRO,2023
New Mexico,May 2023,252954,484576,SWRO,2023
New Mexico,Jun 2023,250170,480545,SWRO,2023
New Mexico,Jul 2023,253571,486476,SWRO,2023
New Mexico,Aug 2023,249255,475354,SWRO,2023
New Mexico,Sep 2023,245810,466143,SWRO,2023
Oklahoma,Oct 2022,375567,684999,SWRO,2023
Oklahoma,Nov 2022,339923,690712,SWRO,2023
Oklahoma,Dec 2022,387658,690363,SWRO,2023
Oklahoma,Jan 2023,331821,688634,SWRO,2023
Oklahoma,Feb 2023,331582,687229,SWRO,2023
Oklahoma,Mar 2023,331150,672336,SWRO,2023
Oklahoma,Apr 2023,330588,671533,SWRO,2023
Oklahoma,May 2023,359468,675374,SWRO,2023
Oklahoma,Jun 2023,334495,682640,SWRO,2023
Oklahoma,Jul 2023,350469,673471,SWRO,2023
Oklahoma,Aug 2023,334487,679337,SWRO,2023
Oklahoma,Sep 2023,335523,681633,SWRO,2023
Texas,Oct 2022,1585294,3577166,SWRO,2023
Texas,Nov 2022,1608177,3626359,SWRO,2023
Texas,Dec 2022,1628264,3658390,SWRO,2023
Texas,Jan 2023,1622946,3637944,SWRO,2023
Texas,Feb 2023,1580772,3505617,SWRO,2023
Texas,Mar 2023,1536758,3377563,SWRO,2023
Texas,Apr 2023,1518696,3343815,SWRO,2023
Texas,May 2023,1499436,3291584,SWRO,2023
Texas,Jun 2023,1481741,3241755,SWRO,2023
Texas,Jul 2023,1355604,2988630,SWRO,2023
Texas,Aug 2023,1498776,3283526,SWRO,2023
Texas,Sep 2023,1471572,3220508,SWRO,2023
Utah,Oct 2022,78268,154469,SWRO,2023
Utah,Nov 2022,76220,157079,SWRO,2023
Utah,Dec 2022,79433,159045,SWRO,2023
Utah,Jan 2023,77374,158864,SWRO,2023
Utah,Feb 2023,77057,158237,SWRO,2023
Utah,Mar 2023,80129,160488,SWRO,2023
Utah,Apr 2023,81219,158294,SWRO,2023
Utah,May 2023,78559,158599,SWRO,2023
Utah,Jun 2023,79489,158690,SWRO,2023
Utah,Jul 2023,79330,157918,SWRO,2023
Utah,Aug 2023,80982,160124,SWRO,2023
Utah,Sep 2023,80362,159488,SWRO,2023
Colorado,Oct 2022,289072,552462,MPRO,2023
Colorado,Nov 2022,290528,554386,MPRO,2023
Colorado,Dec 2022,293401,556362,MPRO,2023
Colorado,Jan 2023,291143,552605,MPRO,2023
Colorado,Feb 2023,296921,562096,MPRO,2023
Colorado,Mar 2023,300850,570080,MPRO,2023
Colorado,Apr 2023,299109,565658,MPRO,2023
Colorado,May 2023,303347,572261,MPRO,2023
Colorado,Jun 2023,304068,574153,MPRO,2023
Colorado,Jul 2023,301621,568946,MPRO,2023
Colorado,Aug 2023,303213,571137,MPRO,2023
Colorado,Sep 2023,301849,568095,MPRO,2023
Kansas,Oct 2022,94651,191440,MPRO,2023
Kansas,Nov 2022,94384,190020,MPRO,2023
Kansas,Dec 2022,92907,185432,MPRO,2023
Kansas,Jan 2023,92163,183256,MPRO,2023
Kansas,Feb 2023,91360,181500,MPRO,2023
Kansas,Mar 2023,92018,182522,MPRO,2023
Kansas,Apr 2023,92555,183739,MPRO,2023
Kansas,May 2023,94005,187065,MPRO,2023
Kansas,Jun 2023,95008,190206,MPRO,2023
Kansas,Jul 2023,94832,190074,MPRO,2023
Kansas,Aug 2023,94686,189849,MPRO,2023
Kansas,Sep 2023,94268,188720,MPRO,2023
Missouri,Oct 2022,331637,673306,MPRO,2023
Missouri,Nov 2022,333138,675463,MPRO,2023
Missouri,Dec 2022,334568,676019,MPRO,2023
Missouri,Jan 2023,331735,670014,MPRO,2023
Missouri,Feb 2023,329491,664349,MPRO,2023
Missouri,Mar 2023,331312,666365,MPRO,2023
Missouri,Apr 2023,328021,660096,MPRO,2023
Missouri,May 2023,325977,655699,MPRO,2023
Missouri,Jun 2023,326361,655680,MPRO,2023
Missouri,Jul 2023,325926,654736,MPRO,2023
Missouri,Aug 2023,329896,663724,MPRO,2023
Missouri,Sep 2023,332154,667577,MPRO,2023
Montana,Oct 2022,43822,85408,MPRO,2023
Montana,Nov 2022,43612,85068,MPRO,2023
Montana,Dec 2022,43552,85220,MPRO,2023
Montana,Jan 2023,43385,84675,MPRO,2023
Montana,Feb 2023,43708,85398,MPRO,2023
Montana,Mar 2023,44096,86112,MPRO,2023
Montana,Apr 2023,43759,85382,MPRO,2023
Montana,May 2023,43581,84819,MPRO,2023
Montana,Jun 2023,43509,84721,MPRO,2023
Montana,Jul 2023,42618,82945,MPRO,2023
Montana,Aug 2023,42389,82541,MPRO,2023
Montana,Sep 2023,42038,82033,MPRO,2023
Nebraska,Oct 2022,76603,156353,MPRO,2023
Nebraska,Nov 2022,76880,156272,MPRO,2023
Nebraska,Dec 2022,77511,156757,MPRO,2023
Nebraska,Jan 2023,77899,157397,MPRO,2023
Nebraska,Feb 2023,77633,156601,MPRO,2023
Nebraska,Mar 2023,78405,158165,MPRO,2023
Nebraska,Apr 2023,77637,156764,MPRO,2023
Nebraska,May 2023,77457,156406,MPRO,2023
Nebraska,Jun 2023,77619,156801,MPRO,2023
Nebraska,Jul 2023,76787,155014,MPRO,2023
Nebraska,Aug 2023,76926,155435,MPRO,2023
Nebraska,Sep 2023,76543,154825,MPRO,2023
North Dakota,Oct 2022,23120,45336,MPRO,2023
North Dakota,Nov 2022,23200,45555,MPRO,2023
North Dakota,Dec 2022,23137,45507,MPRO,2023
North Dakota,Jan 2023,22971,45157,MPRO,2023
North Dakota,Feb 2023,22764,44805,MPRO,2023
North Dakota,Mar 2023,22730,44783,MPRO,2023
North Dakota,Apr 2023,22355,44115,MPRO,2023
North Dakota,May 2023,22775,44911,MPRO,2023
North Dakota,Jun 2023,22938,45212,MPRO,2023
North Dakota,Jul 2023,22786,45030,MPRO,2023
North Dakota,Aug 2023,23234,45873,MPRO,2023
North Dakota,Sep 2023,23090,45553,MPRO,2023
South Dakota,Oct 2022,34058,70984,MPRO,2023
South Dakota,Nov 2022,34262,70998,MPRO,2023
South Dakota,Dec 2022,34064,70548,MPRO,2023
South Dakota,Jan 2023,34507,71390,MPRO,2023
South Dakota,Feb 2023,34355,71009,MPRO,2023
South Dakota,Mar 2023,34448,71144,MPRO,2023
South Dakota,Apr 2023,34560,71218,MPRO,2023
South Dakota,May 2023,34624,71387,MPRO,2023
South Dakota,Jun 2023,34684,71496,MPRO,2023
South Dakota,Jul 2023,35106,72019,MPRO,2023
South Dakota,Aug 2023,35650,72704,MPRO,2023
South Dakota,Sep 2023,35925,72745,MPRO,2023
Wyoming,Oct 2022,14223,29778,MPRO,2023
Wyoming,Nov 2022,14410,30077,MPRO,2023
Wyoming,Dec 2022,14481,30287,MPRO,2023
Wyoming,Jan 2023,14492,30279,MPRO,2023
Wyoming,Feb 2023,14484,30213,MPRO,2023
Wyoming,Mar 2023,14700,30463,MPRO,2023
Wyoming,Apr 2023,14482,29980,MPRO,2023
Wyoming,May 2023,14365,29643,MPRO,2023
Wyoming,Jun 2023,14346,29604,MPRO,2023
Wyoming,Jul 2023,14003,28669,MPRO,2023
Wyoming,Aug 2023,14118,29063,MPRO,2023
Wyoming,Sep 2023,13993,28883,MPRO,2023
Alaska,Oct 2022,29533,59382,WRO,2023
Alaska,Nov 2022,25663,47650,WRO,2023
Alaska,Dec 2022,19642,38161,WRO,2023
Alaska,Jan 2023,15933,32531,WRO,2023
Alaska,Feb 2023,19944,43582,WRO,2023
